gauge_id,gauge_lat,gauge_lon,gauge_name,country,area
GRDC_1159560,-26.7271,27.7188,"RIETSPRUIT, KAALPLAATS",South Africa,1117.77959639878
GRDC_1159570,-26.6187,27.9812,"KLIPRIVIER, KOOKFONTEIN",South Africa,2213.0503384213
GRDC_1159580,-26.6687,28.0312,"SUIKERBOSRANTRIVIER, UITVLUGT",South Africa,3493.85120390095
GRDC_1159600,-31.0312,26.3271,"STROMBERGSPRUIT, DIEP KLOOF",South Africa,2163.42467911029
GRDC_1159601,-30.998,26.362,"WONDERBOOMSPRUIT, DIEPKLOOF (27819101)",South Africa,2368.0209162326
GRDC_1159650,-30.683,26.71,"ORANGE RIVER, ALIWAL NOORD (27819103)",South Africa,36754.7138959302
GRDC_1159651,-30.341,27.367,"ORANGE RIVER, ORANJEDRAAI (27819109)",South Africa,24525.8590421669
GRDC_1159653,-30.1604,27.4021,"KORNETSPRUIT, MAGHALEEN",South Africa,2986.02333469009
GRDC_1159655,-30.0604,28.5104,"ORANGE RIVER, LESOTHO - MANTILANE",South Africa,10651.3346558186
GRDC_1159660,-30.8313,26.9229,"KRAAIRIVIER, ROODEWAL (27819111)",South Africa,8586.88318444692
GRDC_1159670,-28.694,28.236,"LITTLE CALEDON RIVER, THE POPLARS (27818012)",South Africa,512.602559853043
GRDC_1159673,-28.8854,27.8896,"CALEDON RIVER, FICKSBURG",South Africa,3908.22183805354
GRDC_1159675,-29.6146,27.0646,"CALEDON RIVER, WILGERDRAAI",South Africa,12915.1170703144
GRDC_1159800,-26.8229,28.0646,"VAAL RIVER, ELANDSFONTEIN ENGELBRECHTSDRIFT",South Africa,38605.7372898409
GRDC_1159805,-27.2771,28.4854,"WILGERIVIER, FRANKFORT",South Africa,15633.7881511715
GRDC_1159810,-27.2979,28.4937,"WILGERIVIER, SLABBERTS (27817822)",South Africa,15446.8422414285
GRDC_1159811,-27.4312,28.5271,"LIEBENBERGSVLEIRIVIER, FREDERIKSDAL",South Africa,4641.42858619161
GRDC_1159813,-27.3021,28.5854,"WILGERIVIER, BALLINGTOMP",South Africa,10528.2055083915
GRDC_1159815,-27.8021,28.7688,"WILGERIVIER, BAVARIA",South Africa,7488.28702045847
GRDC_1159820,-27.848,28.954,"CORNELISRIVIER, C8H003 (27817803)",South Africa,872.368216133876
GRDC_1159825,-28.081,28.843,"VAALBANKSPRUIT, VOORSPOED (27817812)",South Africa,389.336293411324
GRDC_1159830,-28.384,28.863,"ELANDSRIVIER, C8H005 (27817805)",South Africa,702.370719864225
GRDC_1159850,-26.2479,27.5896,"RIETFONTEINSPRUIT, RIETFONTEIN (27817428)",South Africa,33.8928383493094
GRDC_1159855,-26.238,27.655,"KOCKSOORTDSPRUIT, MIDDELVLEI (27817427)",South Africa,4.89916374696508
GRDC_1159860,-26.2312,27.6687,"MIDDELVLEISPRUIT, MIDDELVLEI (27817426)",South Africa,26.5788744083803
GRDC_1159880,-27.0021,28.7646,"VAAL RIVER, NOOITGEDACHT",South Africa,15543.6687208145
GRDC_1159890,-26.8438,29.7229,"VAAL RIVER, GOEDGELUK",South Africa,4705.76201736556
GRDC_1159900,-27.168,29.231,"KLIPRIVIER, DELANGESDRIFT",South Africa,4130.25848691874
GRDC_1159910,-26.868,28.891,"WATERVALRIVIER, ELANDSLAAGTE (27817908)",South Africa,2229.14364335414
GRDC_1160091,-32.5979,19.0104,"OLIFANTS, CITRUSDAL",South Africa,901.009934121797
GRDC_1160095,-33.0896,19.2188,"OLIFANTS, VISGAT",South Africa,157.968060719451
GRDC_1160100,-34.0771,19.2896,"RIVIERSONDEREND, DWARSHOEK (27694403)",South Africa,489.938841355827
GRDC_1160101,-34.0646,19.0729,"RIVIERSONDEREND, SWARTE WATER (27694408)",South Africa,39.314241612039
GRDC_1160102,-34.0812,20.1438,"RIVIERSONDEREND, REENEN",South Africa,2002.14535697444
GRDC_1160113,-34.3312,18.9896,"PALMIETRIVIER, FARM 562-WELGEMOED",South Africa,465.122330528025
GRDC_1160115,-34.407,19.598,"KLEINRIVIER, HAGEDISBERG OUTSPAN (27711206)",South Africa,603.293134426681
GRDC_1160120,-34.2896,20.0188,"SOUTRIVIER, KYKOEDY (27711108)",South Africa,373.730843953501
GRDC_1160200,-30.828,18.11,"SWART-DORINGRIVIER, BRUINTJIESHOOGTE (27713201)",South Africa,2354.26250111923
GRDC_1160210,-33.9896,18.9604,"JONKERSHOEKRIVIER, JONKERSHOEK (27711308)",South Africa,20.9995539431505
GRDC_1160220,-32.783,19.275,"LEEURIVIER, LEEUW (27712207)",South Africa,289.576348452853
GRDC_1160230,-32.2104,18.9354,"JAN DISSELSRIVIER, CLANWILLIAM (27712306)",South Africa,190.788410285961
GRDC_1160235,-31.8646,18.6854,"DORINGRIVIER, MELKBOOM",South Africa,24011.5430222584
GRDC_1160240,-33.186,19.155,"KLEIN-BERGRIVIER, MOUNTAIN VIEW (27711421)",South Africa,22.6422923430018
GRDC_1160245,-33.131,19.068,"VIER-EN-TWINTIG-RIVIERE, DRI-DAS-BOSCH (27711428)",South Africa,181.686676132196
GRDC_1160250,-33.4646,18.7396,"DIEPRIVIER, MALMESBURY (27711312)",South Africa,235.384367786052
GRDC_1160255,-33.7062,18.7021,"MOSSELBANKRIVIER, KLIPPHEUWEL (27711313)",South Africa,471.042153587992
GRDC_1160256,-33.7229,18.6146,"DIEPRIVIER, ADDERLEY",South Africa,1312.70652438898
GRDC_1160257,-33.5771,18.3604,"SILWERSTROOMRIVIER, BUFFELS RIVER (27711318)",South Africa,24.1533000591908
GRDC_1160260,-33.7979,18.9646,"BERGRIVIER, FARM 187 (27711407)",South Africa,468.679179932546
GRDC_1160263,-33.7062,18.9771,"BERGRIVIER, DALJOSAFAT",South Africa,635.721904731265
GRDC_1160265,-33.315,19.076,"KLEIN-BERGRIVIER, NIEUWKLOOF (27711408)",South Africa,399.388423135728
GRDC_1160266,-33.1312,18.8604,"BERGRIVIER, DRIEHEUVELS",South Africa,2973.2400571509
GRDC_1160270,-33.3563,19.1021,"WATERVALRIVIER, WATERVALSBERGE (27711412)",South Africa,33.3326956884826
GRDC_1160271,-33.376,19.161,"WATERVALRIVIER, WATERVALSBERGE (27711411)",South Africa,20.0699883999981
GRDC_1160275,-33.386,19.16,"KNOLVLEISPRUIT, KNOLVLEI BOS RES. (27711410)",South Africa,11.6465755158794
GRDC_1160276,-33.392,19.173,"BRAKKLOOFSPRUIT, KNOLVLEI BOS RES. (27711409)",South Africa,4.99633728276074
GRDC_1160290,-33.9146,18.9479,"BANGHOEKRIVIER, JONKERSHOEK (27711419)",South Africa,27.2441238574118
GRDC_1160295,-33.893,19.086,"FRANSCHHOEKRIVIER, LE MOUILLAGE (27711403)",South Africa,50.5923862912818
GRDC_1160300,-33.383,19.308,"BREE, CERES TOEKEN GEB.",South Africa,636.150581107398
GRDC_1160301,-33.42,19.273,"BREE, CERES TOEKEN GEB.",South Africa,740.930749778914
GRDC_1160303,-33.8979,20.0104,"BREE, WOLVENDRIFT",South Africa,6692.83976333192
GRDC_1160304,-33.8188,19.6938,"BREE, LE CHASSEUR",South Africa,4315.88691225243
GRDC_1160305,-34.0688,20.4062,"BREE, SWELLEN DAM",South Africa,9838.50994799234
GRDC_1160310,-33.359,19.296,"KOEKEDOURIVIER, CERES (27694913)",South Africa,54.3567640667503
GRDC_1160315,-33.4688,19.6271,"ROOIELSKLOOFRIVIER, ROODE ELS BERG (27694805)",South Africa,18.4503586251786
GRDC_1160317,-33.563,19.148,"WITRIVIER, DROSTERSKLOOF (27694907)",South Africa,80.250846388888
GRDC_1160318,-33.7562,19.3313,"HOLSLOOT, D/S DASHBOCH RIVER (27694912)",South Africa,163.344004228143
GRDC_1160320,-32.5021,19.5354,"DORINGRIVIER, ELANDS DRIFT - ASPOORT (27712202)",South Africa,6868.4912704816
GRDC_1160324,-33.7646,19.8687,"WILLEM NELSRIVIER, LANGEVALLEY (27694705)",South Africa,24.2760770590465
GRDC_1160325,-34.0104,19.8396,"HOEKSRIVIER, HOEKSBERG (27694709)",South Africa,19.7464336585682
GRDC_1160327,-33.9688,19.5771,"WATERKLOOFSPRUIT, POESJENELS RIVER (27694712)",South Africa,20.8265223611321
GRDC_1160328,-33.984,19.331,"WATERKLOOF, WAGGENSBOOMS KLOOF (27694410)",South Africa,18.5115676808018
GRDC_1160330,-32.6021,18.7479,"KRUISRIVIER, TWEEKUILEN (27711501)",South Africa,674.892347947983
GRDC_1160331,-33.9646,19.2896,"ELANDSRIVIER, TWIST NIET (27694406)",South Africa,57.1760171560315
GRDC_1160332,-33.9396,19.1687,"DUTOITSRIVIER, PURGATORY UITSPAN (27694407)",South Africa,42.7517881233919
GRDC_1160340,-33.5604,19.5104,"HEXRIVIER, NEW GLEN HEATLIE (27694801)",South Africa,708.69734319932
GRDC_1160341,-33.8688,20.0021,"KOGMANSKLOOFRIVIER, GOLD MINE",South Africa,1214.95668496246
GRDC_1160345,-33.708,20.05,"KEISIERIVIER, KEISIESDOORNS (27694605)",South Africa,78.2134184920716
GRDC_1160346,-33.6896,19.9354,"KEISIERIVIER, HARMONIE (27694604)",South Africa,18.5724896214598
GRDC_1160347,-33.5938,19.7604,"KOORIVIER, DWARS IN DIE WEG (27694708)",South Africa,104.89444276662
GRDC_1160348,-33.6396,19.8146,"KOORIVIER, DIE KOO (27694707)",South Africa,46.8036852450158
GRDC_1160350,-33.5729,20.7021,"TOUWSRIVIER, ZANDFONTEIN",South Africa,2904.33515297846
GRDC_1160351,-33.946,22.613,"TOUWSRIVIER, FARM 162 (27692705)",South Africa,81.6173875679465
GRDC_1160352,-33.6938,21.1438,"TOUWS, OKKERSKRAAL",South Africa,5846.89423537228
GRDC_1160353,-33.7479,21.4438,"GROOTRIVIER, BUFFELSFONTEIN",South Africa,12456.8418037981
GRDC_1160360,-33.358,19.722,"BOKRIVIER, LOT B (27693215)",South Africa,8.97976243146191
GRDC_1160361,-33.2854,19.7229,"SMALBLAARRIVIER, VERLORENVALLEY (27693216)",South Africa,31.3938185139483
GRDC_1160365,-33.4938,21.4896,"HUISRIVIER, ZOAR (27693405)",South Africa,276.350628248554
GRDC_1160367,-33.4896,21.4896,"BOPLAASRIVIER, OPZOEK (27693406)",South Africa,26.1498236715005
GRDC_1160368,-33.4938,21.5146,"JOUBERTRIVIER, OPZOEK (27693407)",South Africa,33.3120600250711
GRDC_1160370,-34.035,21.588,"WEYERSRIVIER, WEYERS RIVER (27693103)",South Africa,97.3635695274936
GRDC_1160373,-33.9813,21.6521,"GOURITZ, ZEEKOEDRIFT",South Africa,43471.4924777208
GRDC_1160375,-33.9896,21.7604,"LANGTOURIVIER, LANGFONTEIN (27693104)",South Africa,120.018078770393
GRDC_1160378,-33.3104,21.6354,"GAMKARIVIER, SPEK BOOM BERG",South Africa,17144.7465309679
GRDC_1160380,-33.4771,23.0312,"OLIFANTSRIVIER, PARDEKLOOF (27693304)",South Africa,4258.92115162434
GRDC_1160385,-33.5438,22.9729,"WILGERIVIER, WILGEHOUTE RIVER (27693316)",South Africa,29.8657354937212
GRDC_1160390,-33.4771,22.5479,"GROOTRIVIER, DE RUST (27693312)",South Africa,696.180654121054
GRDC_1160391,-33.6604,21.7729,"OLIFANTSRIVIER, WARM WATER",South Africa,10963.89662696
GRDC_1160393,-33.6812,22.1396,"KANDELAARSRIVIER, PAARDENDRIFT (27693317)",South Africa,345.554987249771
GRDC_1160395,-33.368,22.18,"PERDEPOORTRIVIER, GROENEFONTEIN (27693313)",South Africa,32.2783811156546
GRDC_1160396,-33.4688,22.0021,"WYNANADSRIVIER, KOETZERS KRAAL (27693318)",South Africa,139.959232138154
GRDC_1160398,-33.463,21.961,"MEULRIVIER, VOGELFONTEIN (27693320)",South Africa,35.6555007640225
GRDC_1160400,-34.0062,22.3479,"MAALGATERIVIER, KNOETZE KAMA (27692703)",South Africa,143.887489827499
GRDC_1160403,-34.0271,22.2229,"GROOT-BRAKRIVIER, WOLVEDANS",South Africa,135.339464459523
GRDC_1160405,-33.951,22.421,"MALGASRIVIER, BLANCO (27692704)",South Africa,35.6303611191432
GRDC_1160415,-34.1063,22.0729,"HARTENBOSRIVIER, HARTENBOSCH (27692901)",South Africa,149.342065089063
GRDC_1160417,-34.0312,22.0521,"BRANDWAGRIVIER, BRANDWACHT",South Africa,218.665023500189
GRDC_1160419,-34.0396,22.1354,"MOORDKUILRIVIER, BANFF",South Africa,197.123495525273
GRDC_1160420,-33.963,22.551,"KAAIMANSRIVIER, UPPER BARBIERSKRAAL (27692701)",South Africa,48.6407057562697
GRDC_1160425,-33.9104,22.7063,"DIEPRIVIER, WOODVILLE FOREST RES. (27692603)",South Africa,74.683323383103
GRDC_1160427,-33.883,22.838,"KARATARARIVIER, KARATARA FOREST RES. (27692602)",South Africa,23.3535840454948
GRDC_1160430,-33.89,23.031,"KNYSNARIVIER, MILWOOD FOREST RES. (27692502)",South Africa,145.452797459033
GRDC_1160435,-33.9896,23.0396,"GOUNARIVIER, GOUNA COMMONAGE CON. (27692501)",South Africa,92.387063398846
GRDC_1160441,-33.803,23.136,"KEURBOOMSRIVIER, MKAMA (27692401)",South Africa,167.011500103048
GRDC_1160443,-33.9438,23.3687,"KEURBOOMSRIVIER, NEWLANDS",South Africa,780.471628848009
GRDC_1160450,-33.737,23.305,"JORDAANSRIVIER, WELGELEGEN (27691302)",South Africa,52.1330410081593
GRDC_1160453,-33.7938,24.0312,"KOUGARIVIER, STUURMANSKRAAL",South Africa,1620.91166051089
GRDC_1160455,-33.953,23.636,"BLOUKRANSRIVIER, LOTTERINGS FOR. RES. (27692301)",South Africa,59.1508110049612
GRDC_1160456,-33.9813,24.0229,"KRUISRIVIER, FARM 508",South Africa,26.1790982395567
GRDC_1160457,-33.863,23.838,"WABOOMSRIVIER, DIEPKLOOF (27691301)",South Africa,19.4242723554386
GRDC_1160458,-34.0312,24.1938,"GROOTRIVIER, ROOIWAL",South Africa,117.288315614595
GRDC_1160459,-34.0979,24.4396,"TSITSIKAMMARIVIER, GEELHOUTBOOM",South Africa,148.34827842158
GRDC_1160460,-33.73,24.618,"GROOTRIVIER, GROOTRIVIERSPOORT (27691206)",South Africa,29585.5697175877
GRDC_1160470,-33.208,24.241,"HEUNINGKLIPRIVIER, CAMPHERSPOORT (27691501)",South Africa,1281.52083988103
GRDC_1160480,-32.2396,23.0521,"SOUTRIVIER, KAMFERSKRAAL (27691901)",South Africa,3948.78869986268
GRDC_1160481,-32.0688,23.0104,"SOUTRIVIER, KLIPKRAAL (27691902)",South Africa,3677.07291556054
GRDC_1160485,-33.7729,25.3896,"SWARTKOPSRIVIER, UITENHAGE",South Africa,916.781688758475
GRDC_1160487,-33.799,25.306,"ELANDSRIVIER, WINTCANTON (27683204)",South Africa,398.830692332768
GRDC_1160490,-33.0021,25.1646,"VOELRIVIER, RIET VLEY (27682302)",South Africa,1774.45549250145
GRDC_1160493,-33.1021,25.0104,"SONDAGSRIVIER, DE DRAAY",South Africa,13495.350522225
GRDC_1160495,-33.1063,25.2271,"VOLKERSRIVIER, VOLKERS RIVER (27682209)",South Africa,552.75816285963
GRDC_1160500,-33.338,26.074,"BOESMANSRIVIER, DONKER HOEK ALICEDALE",South Africa,1452.69034557372
GRDC_1160505,-33.5521,26.6062,"KARIEGARIVIER, SMITHFIELD",South Africa,592.067505393599
GRDC_1160510,-33.105,26.445,"GREAT FISH RIVER, BRANDT LEGTE PIGGOT'S BRIDGE",South Africa,23089.8023661227
GRDC_1160511,-31.9021,25.4812,"GREAT FISH RIVER, KATKOP (27673901)",South Africa,9114.93485552202
GRDC_1160512,-31.9062,25.4312,"GREAT FISH RIVER, ZOUTPANSDRIFT (27673802)",South Africa,1712.89358493573
GRDC_1160520,-31.5688,25.5437,"TEEBUSRIVIER, JAN BLAAUWS KOP (27673912)",South Africa,1581.71587034579
GRDC_1160523,-31.7771,25.3271,"KLEIN-BRAKRIVIER, ZEEVEN FONTEIN",South Africa,2613.03015426161
GRDC_1160525,-32.0354,25.5229,"PAULSRIVIER, COUTZENBURG (27673704)",South Africa,875.872938164007
GRDC_1160527,-32.7854,25.6146,"KLEIN-VISRIVIER, DOORN KRAAL",South Africa,1519.66387171972
GRDC_1160528,-32.0854,25.5771,"GREAT FISH RIVER, RIETFONTYN",South Africa,10960.8283867032
GRDC_1160529,-32.3146,25.7396,"TARKARIVIER, BRIDGE FARM",South Africa,4737.21726076589
GRDC_1160530,-32.607,25.883,"BAVIAANSRIVIER, BOTMANSGAT (27673403)",South Africa,805.248429928014
GRDC_1160533,-33.0271,25.8938,"GREAT FISH RIVER, SOUT VLEIJ",South Africa,19168.2110637399
GRDC_1160535,-31.9688,26.0021,"VLEKPOORTRIVIER, ROBERTS KRAAL (27673603)",South Africa,1315.68089245449
GRDC_1160537,-32.7687,26.6146,"KATRIVIER, FORT BEAUFORT",South Africa,1061.71063925405
GRDC_1160540,-33.3521,26.8604,"KAPRIVIER, KAP RIVER MOUNTAINS (27673113)",South Africa,47.5259038734392
GRDC_1160545,-33.501,26.747,"KOWIE RIVER, BATHURST (27681101)",South Africa,616.534983684557
GRDC_1160550,-32.1812,26.8188,"OSKRAALRIVIER, WHITTLESEA",South Africa,471.130732314082
GRDC_1160580,-33.243,27.001,"GREAT FISH RIVER, MATOLEMA'S LOCATION OUTSPAN",South Africa,29606.8837063252
GRDC_1160600,-33.189,27.398,"KEISKAMMARIVIER, FARM 7",South Africa,2540.88101948008
GRDC_1160601,-33.0062,26.9563,"KEISKAMMARIVIER, KAMAS LOC. (27672413)",South Africa,1529.79166336526
GRDC_1160602,-32.7521,27.0896,"KEISKAMMARIVIER, ZANYOKWE (27672405)",South Africa,487.188769611932
GRDC_1160605,-32.7521,27.0979,"RABULA, ZANYOKWE LOC. 3 (27672406)",South Africa,98.3869059776384
GRDC_1160607,-32.6354,27.1938,"MTWAKU, MTWAKU LOC. 13 (27672407)",South Africa,35.8009737132762
GRDC_1160610,-32.861,27.378,"MGQAKWEBE, MSENGE RIDGE (27672206)",South Africa,125.210897318041
GRDC_1160611,-32.917,27.381,"MGQAKWEBE, SHESHEGU (27672209)",South Africa,98.379379966444
GRDC_1160612,-32.8062,27.2979,"MGQAKWEBE, JEFTAS LOC 29 (27672212)",South Africa,18.2262839900543
GRDC_1160615,-32.7646,27.3729,"CWENGCWE, BRAUNSCHWEIG (27672208)",South Africa,59.9660382187245
GRDC_1160617,-32.9938,27.6354,"BUFFALO RIVER, MHLABATI",South Africa,1025.8909947711
GRDC_1160620,-32.7604,26.8562,"TYUME, GOUMAHASHE LOC. (27672401)",South Africa,250.450894240723
GRDC_1160621,-32.636,26.938,"TYUME, KWA KHAYALETU (27672414)",South Africa,72.1511078242761
GRDC_1160625,-32.706,26.578,"BLINKWATERRIVIER, BLINKWATER (27673117)",South Africa,231.883831689086
GRDC_1160630,-32.713,26.291,"KOONAPRIVIER, ADELAIDE (27673102)",South Africa,1257.38027555622
GRDC_1160631,-32.5021,26.3646,"KOONAPRIVIER, SCHURFTEKOP (27673116)",South Africa,496.166543721271
GRDC_1160635,-32.553,26.672,"BALFOURRIVIER, GREY KIRK (27673119)",South Africa,79.8309910497749
GRDC_1160640,-32.868,27.387,"BUFFELSRIVIER, KING WILLIAMS TOWN (27672205)",South Africa,422.371454168986
GRDC_1160641,-32.733,27.293,"BUFFELSRIVIER, PIRIE MAIN FOR. RES. (27672201)",South Africa,29.0776325540461
GRDC_1160650,-30.735,29.826,"MTAMVUNA, GUNDRIFT (27663201)",South Africa,730.52955649468
GRDC_1160660,-32.808,27.861,"GQUNUBE, OUTSPAN (27672101)",South Africa,509.783233959073
GRDC_1160670,-32.5646,27.5938,"KUBUSI, HAMMERHEAD (27711202)",South Africa,468.73650024479
GRDC_1160671,-32.581,27.37,"KUBUSI, STUTTERHEIM (27711201)",South Africa,103.27686510379
GRDC_1160675,-32.515,27.523,"TOISE RIVER, FORKROAD (27711203)",South Africa,221.308556659923
GRDC_1160680,-29.786,29.471,"MZIMKULU, FP 1609030 THE BANKS (27663104)",South Africa,550.155887715114
GRDC_1160682,-30.2479,29.9312,"MZIMKULU, BEZWENI",South Africa,3633.1975937239
GRDC_1160684,-32.5146,28.0188,"GREAT KEI, AREA 8 SPRINGS B",South Africa,18834.6480044748
GRDC_1160685,-29.7479,29.5437,"PHOLELA, COXHILL (27663103)",South Africa,146.186872858883
GRDC_1160687,-29.988,29.853,"NKONZO, DRONKVLEI (27663105)",South Africa,103.051649389876
GRDC_1160688,-30.406,29.898,"IBISI, NOOITGEDACHT (27663102)",South Africa,877.041551302776
GRDC_1160690,-32.056,26.796,"SWART-KEIRIVIER, CATHCARTS GIFT (27711504)",South Africa,1406.38044552771
GRDC_1160693,-32.1729,27.3729,"SWART-KEIRIVIER, HOTFIRE",South Africa,6861.54656410561
GRDC_1160695,-32.0438,27.8229,"TSOMO, WYK MADUMA",South Africa,2372.66647880393
GRDC_1160700,-29.741,29.911,"UMKHOMAZI, LOT93.1821 CAMDEN (27662505)",South Africa,1854.74160764904
GRDC_1160701,-30.1687,30.6979,"UMKHOMAZI, DELOS ESTATE (27662506)",South Africa,4394.93417580241
GRDC_1160703,-30.1354,30.6729,"UMKHOMAZI, SHOZI",South Africa,4372.47545677499
GRDC_1160704,-29.8021,30.5146,"MLAZI, UMLAAS",South Africa,417.108465893988
GRDC_1160705,-29.868,30.248,"LOVU, BEAULIEU ESTATE (27661907)",South Africa,115.641047719225
GRDC_1160708,-29.847,30.236,"ZWATENIRIVIER, HIGHLANDS (27661901)",South Africa,19.369326859936
GRDC_1160709,-29.749,30.316,"MLAZI, NOOITGEDACHT (27662002)",South Africa,105.293743275913
GRDC_1160710,-29.446,30.15,"IMPOFANA, WELTEVREDEN (27662407)",South Africa,360.535580965791
GRDC_1160715,-29.391,30.278,"KARKLOOFRIVIER, SHAFTON (27662406)",South Africa,332.955765196434
GRDC_1160717,-29.428,30.496,"STERKSPRUIT, GROOTHOEK (27662412)",South Africa,442.951162790628
GRDC_1160720,-29.516,30.095,"UMGENI, PETRUS STROOM 27662413)",South Africa,294.555744383353
GRDC_1160721,-29.4854,30.2396,"UMGENI, HOWICK (27662401)",South Africa,960.097939875274
GRDC_1160723,-29.6062,30.4521,"UMSUNDUZE, HAMSTEAD PARK",South Africa,548.858890212679
GRDC_1160725,-29.6396,30.6896,"UMGENI, INANDA LOC.",South Africa,3530.00419318408
