date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow,eobs
1981-01-18,176.93,24.47,-28.97,91.2,-2.04,-2.95,2.6,0.68,0.38,0.38,0.4,0.41,171.65,0.0,-53.88,90.69,-3.68,-4.37,2.01,-0.92,0.38,0.38,0.39,0.41,179.92,121.7,-7.24,91.77,-0.66,-1.96,3.33,2.06,0.38,0.38,0.4,0.41,8.8,0.49,1.94,8.50154751546436
1981-01-19,184.78,15.41,-10.68,91.22,-1.09,-1.9,3.26,1.6,0.38,0.38,0.39,0.41,179.94,-0.0,-30.32,90.96,-3.53,-4.35,1.67,-0.66,0.38,0.38,0.39,0.41,194.13,76.75,3.07,91.71,0.75,0.1,4.77,2.79,0.38,0.38,0.39,0.41,14.28,0.44,1.88,29.9654655423528
1981-01-20,198.14,31.63,-40.22,91.01,-2.97,-3.99,1.38,-1.38,0.38,0.38,0.39,0.41,194.58,-0.0,-72.79,90.47,-5.5,-6.38,0.3,-2.96,0.37,0.38,0.39,0.41,200.69,166.47,-9.92,91.9,-1.55,-2.89,3.72,0.74,0.38,0.38,0.39,0.41,6.87,0.45,1.87,6.02268340256368
1981-01-21,200.83,38.5,-41.83,92.45,-6.27,-8.28,-0.23,-0.39,0.37,0.38,0.39,0.41,200.74,0.0,-81.17,92.04,-8.73,-10.06,-0.97,-1.61,0.37,0.38,0.39,0.41,200.89,160.79,-9.48,92.61,-4.06,-6.85,0.61,0.3,0.37,0.38,0.39,0.41,0.26,0.47,1.79,0.0
1981-01-22,200.77,50.39,-60.93,92.62,-8.79,-11.52,-1.02,-0.27,0.37,0.38,0.39,0.41,200.75,0.0,-99.37,92.42,-12.58,-14.13,-1.46,-0.57,0.37,0.38,0.39,0.41,200.78,226.05,-18.06,92.81,-3.71,-9.94,-0.72,0.04,0.37,0.38,0.39,0.41,0.0,0.42,1.72,0.0
1981-01-23,200.75,56.5,-67.51,92.73,-9.86,-13.45,-1.47,-0.63,0.37,0.38,0.39,0.41,200.74,0.0,-97.32,92.64,-14.05,-16.52,-1.8,-0.86,0.37,0.38,0.39,0.41,200.75,250.89,-49.32,92.83,-4.3,-9.93,-1.19,-0.41,0.37,0.38,0.39,0.41,0.0,0.49,1.72,0.0
1981-01-24,200.74,56.51,-62.32,92.39,-6.64,-11.83,-0.37,-0.1,0.37,0.38,0.39,0.41,200.74,0.0,-97.35,92.28,-11.3,-13.76,-1.54,-0.57,0.37,0.37,0.39,0.41,200.75,247.4,-38.93,92.58,-0.17,-8.68,0.8,0.51,0.37,0.38,0.39,0.41,0.0,0.33,1.72,0.0
1981-01-25,201.03,28.7,-15.15,92.34,-4.97,-7.84,0.79,0.76,0.37,0.37,0.39,0.41,200.75,0.0,-55.26,92.25,-8.74,-13.61,-0.07,-0.4,0.37,0.37,0.38,0.41,202.26,118.98,10.33,92.42,-1.74,-2.25,2.04,1.54,0.37,0.37,0.39,0.41,1.4,0.12,1.73,2.46237035496191
1981-01-26,203.61,36.71,-29.32,92.85,-2.56,-3.56,0.82,-0.42,0.37,0.37,0.38,0.41,202.36,0.0,-75.47,92.44,-5.36,-5.98,-1.23,-1.63,0.37,0.37,0.38,0.41,204.24,195.95,5.19,93.26,-0.56,-2.43,2.02,0.43,0.37,0.37,0.38,0.41,2.01,0.33,1.6,0.0
1981-01-27,204.2,53.66,-57.63,93.37,-5.69,-8.38,-0.88,-0.11,0.37,0.37,0.38,0.41,204.12,0.0,-103.54,93.2,-8.74,-10.63,-1.33,-0.47,0.37,0.37,0.38,0.41,204.25,242.12,-12.91,93.49,-0.98,-6.31,-0.23,0.28,0.37,0.37,0.38,0.41,0.0,0.68,1.45,0.0
1981-01-28,204.09,57.73,-62.23,93.42,-7.11,-10.7,-1.47,-0.57,0.37,0.37,0.38,0.41,204.01,0.0,-93.35,93.29,-11.33,-13.26,-2.15,-0.84,0.37,0.37,0.38,0.41,204.12,245.87,-34.9,93.56,-1.45,-8.11,-0.86,-0.35,0.37,0.37,0.38,0.41,0.0,0.78,1.43,0.0
1981-01-29,203.94,61.99,-69.63,93.16,-7.07,-11.83,-1.27,-0.31,0.37,0.37,0.38,0.41,203.89,0.0,-98.66,93.09,-11.59,-14.36,-1.89,-0.77,0.37,0.37,0.38,0.41,204.0,265.18,-56.08,93.26,-1.26,-9.18,-0.54,0.08,0.37,0.37,0.38,0.41,0.0,0.68,1.43,0.0
1981-01-30,203.87,63.9,-67.42,93.16,-6.2,-14.02,-0.59,-0.03,0.36,0.37,0.38,0.41,203.84,0.0,-103.16,92.96,-10.76,-16.42,-0.95,-0.44,0.36,0.37,0.38,0.41,203.89,271.12,-50.97,93.34,0.89,-11.3,-0.03,0.55,0.37,0.37,0.38,0.41,0.0,0.56,1.43,0.0
1981-01-31,203.81,64.36,-60.47,93.37,-4.88,-13.54,-0.67,-0.31,0.36,0.37,0.38,0.41,203.78,0.0,-97.61,93.23,-11.05,-17.69,-1.11,-0.82,0.36,0.37,0.38,0.41,203.84,272.22,-41.46,93.45,2.54,-9.11,-0.33,0.15,0.36,0.37,0.38,0.41,0.0,0.57,1.43,0.0
1981-02-01,203.79,64.78,-57.04,93.44,-1.76,-8.71,-0.26,0.08,0.36,0.37,0.38,0.41,203.78,0.0,-96.65,93.3,-7.43,-13.41,-0.87,-0.34,0.36,0.37,0.38,0.41,203.79,273.4,-36.92,93.56,4.23,-4.49,0.47,0.64,0.36,0.37,0.38,0.41,0.0,0.5,1.35,0.0
1981-02-02,203.79,66.04,-61.7,93.39,-0.35,-7.59,0.07,0.3,0.36,0.37,0.38,0.41,203.78,0.0,-98.39,93.04,-6.55,-10.83,-0.39,-0.25,0.36,0.37,0.38,0.41,203.8,277.21,-42.63,93.53,4.35,-4.13,0.73,1.18,0.36,0.37,0.38,0.41,0.0,0.59,1.31,0.0
1981-02-03,204.75,35.05,-29.74,91.84,-0.47,-4.98,2.8,2.46,0.36,0.37,0.38,0.41,203.74,0.0,-54.04,90.63,-5.34,-9.76,0.14,1.08,0.36,0.37,0.38,0.41,210.9,150.02,-1.27,92.95,2.98,0.72,4.69,3.4,0.36,0.37,0.38,0.41,7.31,1.65,1.31,19.6603132875105
1981-02-04,222.14,27.64,-18.22,89.93,-0.15,-0.81,3.28,1.27,0.39,0.37,0.38,0.41,212.33,0.0,-64.74,89.74,-2.65,-3.86,2.14,-0.79,0.36,0.37,0.38,0.41,227.58,113.49,5.96,90.48,1.4,0.79,4.17,3.08,0.4,0.38,0.38,0.41,21.63,0.59,2.91,14.3066997032515
1981-02-05,230.5,57.63,-45.42,90.75,-3.53,-5.21,2.66,-0.21,0.38,0.38,0.38,0.41,227.84,0.0,-76.58,90.14,-4.51,-6.27,2.02,-1.02,0.38,0.38,0.38,0.41,233.16,244.01,-8.16,91.23,-2.31,-4.02,3.89,1.74,0.39,0.38,0.38,0.41,6.16,1.17,1.96,9.95257619894676
1981-02-06,238.2,15.55,-5.2,91.87,-1.01,-1.71,2.55,1.48,0.37,0.38,0.37,0.41,233.9,0.0,-18.68,91.26,-2.99,-4.1,1.41,-0.12,0.37,0.38,0.37,0.41,242.55,60.33,3.74,92.36,0.59,0.32,3.7,2.74,0.38,0.38,0.38,0.41,9.34,0.28,1.71,7.29484800741808
1981-02-07,243.4,11.03,5.48,92.66,2.29,2.04,2.1,1.69,0.39,0.38,0.37,0.41,240.08,0.0,1.8,92.45,0.73,0.43,1.73,1.5,0.37,0.38,0.37,0.41,245.27,47.99,8.2,92.83,3.17,2.96,2.77,1.94,0.41,0.39,0.38,0.41,4.22,-0.04,2.35,0.963917721414663
1981-02-08,235.1,29.18,-9.67,92.58,2.54,2.24,1.8,0.98,0.42,0.41,0.38,0.41,231.5,0.0,-35.14,92.34,0.26,0.14,-0.19,0.45,0.41,0.39,0.38,0.41,239.76,129.68,5.5,92.77,3.4,3.08,2.62,1.39,0.43,0.42,0.38,0.41,0.23,0.1,3.09,0.0
1981-02-09,229.55,65.43,-41.39,91.71,1.55,-0.54,0.24,0.73,0.41,0.41,0.38,0.41,226.83,0.0,-95.47,91.41,-1.77,-2.22,-0.97,-0.05,0.4,0.41,0.38,0.41,231.51,270.8,-3.14,92.31,4.97,1.76,2.54,1.6,0.43,0.42,0.38,0.41,0.03,0.98,3.11,0.0
1981-02-10,226.64,37.35,-27.64,91.72,-0.05,-1.29,2.76,0.66,0.42,0.41,0.39,0.41,225.87,0.0,-77.99,91.33,-3.42,-4.35,1.79,-1.33,0.41,0.41,0.38,0.41,227.36,192.61,10.97,92.3,3.33,2.3,4.13,2.26,0.42,0.41,0.39,0.41,4.34,0.89,3.41,6.95721832065674
1981-02-11,227.31,68.59,-60.16,92.15,-4.1,-6.5,0.5,-1.25,0.4,0.41,0.39,0.41,227.2,0.0,-93.22,91.87,-7.9,-9.75,0.01,-2.77,0.4,0.4,0.39,0.41,227.41,280.14,-10.25,92.33,-1.39,-4.29,1.55,0.03,0.41,0.41,0.39,0.41,0.43,1.34,3.22,1.54432919480762
1981-02-12,227.11,65.67,-66.49,91.54,-7.23,-10.98,-0.96,-1.13,0.4,0.4,0.39,0.41,226.95,0.0,-89.33,91.39,-10.09,-12.0,-2.14,-1.84,0.39,0.4,0.39,0.41,227.19,270.36,-35.13,91.85,-3.35,-9.54,0.03,-0.72,0.4,0.4,0.39,0.41,0.02,1.09,2.98,0.0
1981-02-13,226.87,85.14,-86.51,91.66,-6.46,-10.95,-2.67,-0.81,0.39,0.39,0.39,0.41,226.72,0.0,-108.35,91.46,-9.84,-12.6,-3.82,-1.22,0.39,0.39,0.39,0.41,226.94,336.68,-73.24,91.91,-1.72,-9.16,-2.13,-0.56,0.39,0.4,0.39,0.41,0.0,1.56,2.8,0.0
1981-02-14,226.67,83.38,-77.2,91.96,-6.56,-10.6,-1.58,-0.24,0.39,0.39,0.39,0.41,226.61,0.0,-109.48,91.87,-11.68,-13.95,-2.22,-0.6,0.39,0.39,0.39,0.4,226.71,338.11,-35.23,92.07,-0.99,-7.5,-0.72,0.26,0.39,0.39,0.39,0.41,0.0,1.03,2.64,0.0
1981-02-15,226.59,85.74,-73.74,91.88,-5.78,-10.49,-0.61,-0.29,0.38,0.39,0.39,0.4,226.54,0.0,-109.02,91.8,-10.16,-13.36,-1.73,-1.32,0.38,0.39,0.39,0.4,226.62,336.61,-50.38,91.99,0.58,-6.21,-0.04,0.21,0.39,0.39,0.39,0.4,0.0,0.88,2.45,0.0
1981-02-16,226.52,88.72,-78.53,91.82,-5.23,-8.86,-1.82,-0.89,0.38,0.39,0.39,0.4,226.47,0.0,-109.11,91.68,-11.16,-12.9,-2.11,-1.45,0.38,0.38,0.39,0.4,226.54,343.28,-58.56,91.91,1.56,-5.19,-1.45,-0.45,0.38,0.39,0.39,0.4,0.0,1.14,2.3,0.0
1981-02-17,226.47,50.03,-40.68,91.84,-3.91,-7.22,-2.49,-1.43,0.38,0.38,0.39,0.4,226.41,0.0,-73.52,91.72,-6.89,-9.09,-3.44,-1.87,0.38,0.38,0.39,0.4,226.49,191.17,-15.7,91.92,-1.03,-6.01,-1.91,-0.88,0.38,0.38,0.39,0.4,0.2,1.44,2.27,1.47216460783462
1981-02-18,226.93,59.72,-42.75,91.37,-4.42,-7.94,-2.27,-1.72,0.38,0.38,0.39,0.4,226.47,0.0,-60.33,91.17,-6.17,-9.2,-3.67,-2.17,0.38,0.38,0.39,0.4,227.65,233.83,-31.24,91.68,-1.99,-6.92,-1.33,-1.22,0.38,0.38,0.39,0.4,1.6,1.77,2.19,1.89020576053834
1981-02-19,227.88,45.31,-27.52,91.12,-5.4,-8.33,-1.59,-1.19,0.38,0.38,0.39,0.4,227.65,0.0,-51.48,91.02,-7.14,-9.01,-3.01,-1.57,0.37,0.38,0.39,0.4,227.98,178.28,-14.07,91.22,-3.29,-7.66,-0.88,-0.8,0.38,0.38,0.39,0.4,0.59,1.15,2.07,0.0
1981-02-20,227.97,50.87,-30.91,91.26,-6.06,-8.72,-0.01,-0.54,0.37,0.38,0.39,0.4,227.93,0.0,-55.38,91.22,-8.66,-10.25,-1.04,-0.85,0.37,0.38,0.39,0.4,228.26,216.66,-6.18,91.34,-3.1,-6.67,1.07,-0.18,0.37,0.38,0.39,0.4,0.45,0.73,2.03,0.736082303917312
1981-02-21,228.91,65.21,-34.43,91.48,-5.74,-8.49,1.0,0.07,0.37,0.38,0.39,0.4,228.34,0.0,-57.11,91.34,-7.93,-9.93,0.05,-0.47,0.37,0.38,0.39,0.4,229.69,263.05,-8.54,91.62,-2.94,-6.74,2.12,0.45,0.37,0.38,0.39,0.4,1.67,1.16,1.9,2.34432920672855
1981-02-22,229.65,93.84,-76.35,91.25,-6.8,-10.22,-1.03,0.35,0.37,0.38,0.38,0.4,229.55,0.0,-110.64,91.05,-10.64,-12.36,-1.68,-0.09,0.37,0.37,0.38,0.4,229.7,348.3,-45.43,91.59,-1.5,-7.63,-0.03,0.64,0.37,0.38,0.39,0.4,0.03,1.2,1.86,0.0
1981-02-23,229.52,89.04,-60.27,91.17,-4.88,-9.3,-0.76,0.03,0.37,0.37,0.38,0.4,229.46,0.0,-98.28,91.02,-8.98,-12.05,-1.49,-0.48,0.37,0.37,0.38,0.4,229.55,347.32,-30.46,91.32,0.43,-5.54,0.26,0.7,0.37,0.37,0.38,0.4,0.01,1.12,1.84,0.0
1981-02-24,229.7,84.15,-58.59,91.51,-3.8,-6.83,-0.96,-0.11,0.37,0.37,0.38,0.4,229.46,0.0,-90.58,91.33,-7.79,-9.27,-1.53,-1.21,0.37,0.37,0.38,0.4,229.92,334.69,-19.51,91.78,1.85,-3.63,-0.49,0.67,0.37,0.37,0.38,0.4,0.46,1.11,1.74,0.0
1981-02-25,229.83,96.28,-59.96,92.05,-3.41,-6.17,-1.9,-1.27,0.37,0.37,0.38,0.4,229.78,0.0,-99.29,91.82,-9.09,-10.78,-2.88,-1.83,0.37,0.37,0.38,0.4,229.86,374.09,2.14,92.21,2.02,-2.52,-1.31,-0.72,0.37,0.37,0.38,0.4,0.04,1.6,1.58,0.0
1981-02-26,229.76,50.34,-28.28,92.02,-1.67,-3.61,-1.4,-0.07,0.37,0.37,0.38,0.4,229.67,0.0,-68.45,91.86,-4.66,-6.23,-1.64,-0.96,0.37,0.37,0.38,0.4,229.82,198.98,-4.07,92.14,0.92,-2.36,-1.18,0.43,0.37,0.37,0.38,0.4,0.04,0.98,1.6,0.0
1981-02-27,229.54,106.15,-85.68,91.48,-2.93,-7.17,-2.05,0.17,0.36,0.37,0.38,0.4,229.29,0.0,-116.98,91.13,-8.41,-11.05,-2.75,-0.02,0.36,0.37,0.38,0.4,229.67,394.06,-63.93,91.86,3.07,-4.44,-1.59,0.38,0.37,0.37,0.38,0.4,0.0,2.01,1.57,0.0
1981-02-28,230.11,36.76,-21.54,91.02,-1.94,-5.73,-1.25,0.93,0.36,0.37,0.38,0.4,229.12,0.0,-72.02,90.95,-5.44,-9.13,-1.99,0.12,0.36,0.37,0.38,0.4,233.74,174.59,2.43,91.11,1.49,-1.54,-0.27,1.48,0.36,0.37,0.38,0.4,4.81,1.15,1.57,5.0015474633103
1981-03-01,236.5,72.91,-34.07,91.26,1.03,-0.92,0.82,1.57,0.37,0.37,0.38,0.4,234.17,0.0,-84.61,91.12,-1.65,-2.8,-0.77,1.01,0.36,0.37,0.38,0.4,237.5,322.41,-0.7,91.39,4.65,-0.03,2.94,2.08,0.37,0.37,0.38,0.4,3.9,1.55,1.64,3.22783546220083
1981-03-02,236.17,88.86,-45.54,91.0,1.41,-0.68,0.59,1.75,0.38,0.37,0.38,0.4,234.09,0.0,-78.46,90.7,-1.73,-2.94,-0.61,1.25,0.37,0.37,0.38,0.4,238.12,334.06,-16.98,91.22,5.6,1.17,2.81,2.44,0.41,0.38,0.38,0.4,4.03,1.54,1.75,9.41598396306274
1981-03-03,236.59,41.04,-14.71,90.32,0.45,-0.33,0.65,0.84,0.41,0.4,0.38,0.4,234.2,0.0,-44.89,90.09,-1.02,-1.26,-0.23,-0.13,0.4,0.38,0.38,0.4,243.02,162.49,4.13,90.69,2.0,0.39,1.7,2.12,0.42,0.41,0.38,0.4,16.22,0.58,1.94,4.09484795973436
1981-03-04,244.88,52.98,-15.04,90.89,-0.41,-1.33,0.9,-1.12,0.4,0.4,0.38,0.4,243.53,0.0,-34.17,90.33,-1.38,-1.75,-0.18,-2.36,0.4,0.4,0.38,0.4,245.56,222.13,1.13,91.4,0.91,-0.64,1.4,-0.18,0.41,0.41,0.38,0.4,3.55,1.02,1.89,1.34587658063188
1981-03-05,245.05,61.23,-32.98,91.38,-0.83,-2.46,0.75,0.55,0.4,0.4,0.38,0.4,245.01,0.0,-48.63,91.32,-3.41,-3.83,-0.66,-0.01,0.39,0.4,0.38,0.4,245.11,241.48,-11.38,91.44,1.85,-1.63,3.08,1.38,0.4,0.4,0.38,0.4,0.24,1.3,1.46,0.0
1981-03-06,244.64,65.72,-34.97,91.38,1.17,-1.28,0.93,1.55,0.4,0.39,0.38,0.4,242.84,0.0,-64.6,91.25,-3.85,-5.22,-0.39,0.35,0.39,0.39,0.38,0.4,245.02,263.82,0.28,91.66,6.01,2.56,2.87,2.65,0.42,0.4,0.38,0.4,2.72,1.42,1.21,3.07216463167648
1981-03-07,235.95,91.23,-33.63,91.97,4.42,1.95,1.06,2.0,0.42,0.42,0.39,0.4,228.62,0.0,-89.89,91.7,2.13,0.39,0.02,1.6,0.42,0.4,0.38,0.4,242.66,385.64,-0.23,92.13,8.94,3.3,2.28,2.81,0.43,0.43,0.4,0.4,1.14,1.73,2.01,0.0
1981-03-08,223.27,36.53,-11.32,91.83,5.23,2.04,1.6,2.31,0.42,0.42,0.4,0.4,213.94,0.0,-42.4,91.69,3.17,-0.37,0.07,1.61,0.41,0.42,0.4,0.4,228.62,169.63,9.12,92.01,7.64,4.37,2.93,3.17,0.43,0.43,0.41,0.4,6.98,0.8,3.36,6.01649384734573
1981-03-09,201.27,66.94,-20.8,92.18,6.78,4.58,3.42,1.91,0.43,0.43,0.42,0.4,189.08,0.0,-44.3,92.03,5.35,3.75,2.72,1.01,0.43,0.43,0.41,0.4,213.15,233.73,4.0,92.29,8.78,5.62,5.69,2.43,0.43,0.43,0.43,0.4,2.84,1.65,11.63,11.0381397811507
1981-03-10,177.1,30.62,-1.55,92.1,7.6,6.65,2.29,1.84,0.43,0.43,0.43,0.41,164.87,-0.0,-25.41,91.89,6.18,5.1,1.05,1.36,0.43,0.43,0.43,0.4,188.33,137.74,9.12,92.25,9.68,8.15,3.16,2.23,0.43,0.43,0.43,0.41,7.3,-0.22,25.24,5.90000008791685
1981-03-11,152.6,39.84,-6.98,91.37,9.53,5.64,3.49,2.14,0.43,0.43,0.43,0.41,134.19,0.0,-33.42,91.05,5.73,3.03,0.74,1.66,0.43,0.43,0.43,0.41,164.46,183.5,17.39,91.86,13.83,8.62,5.64,3.29,0.43,0.43,0.43,0.42,10.05,2.26,28.37,10.2200986224865
1981-03-12,122.29,37.67,-10.72,90.79,6.61,5.64,3.19,1.0,0.43,0.43,0.43,0.42,112.73,0.0,-36.58,90.54,4.88,3.74,1.46,-0.65,0.43,0.43,0.43,0.42,133.21,216.21,8.7,91.08,8.68,7.66,5.37,1.68,0.43,0.43,0.43,0.42,15.82,0.03,33.01,17.6520663787388
