date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow,eobs
1981-01-24,114.45,55.33,-60.96,94.22,-5.34,-10.77,-0.97,0.3,0.38,0.38,0.39,0.41,114.44,0.0,-99.71,94.12,-10.62,-14.41,-1.7,-0.08,0.38,0.38,0.38,0.41,114.46,243.35,-29.84,94.4,1.35,-6.86,0.12,0.64,0.38,0.39,0.39,0.41,0.0,0.39,,0.0
1981-01-25,114.68,27.41,-17.49,94.21,-3.7,-6.78,-0.02,0.94,0.37,0.38,0.38,0.41,114.44,0.0,-55.37,94.1,-8.27,-12.15,-0.98,0.1,0.37,0.38,0.38,0.41,115.86,120.61,11.42,94.3,-0.25,-1.47,1.27,1.69,0.38,0.38,0.38,0.41,1.38,0.22,,2.27662217132889
1981-01-26,117.39,30.7,-27.19,94.72,-1.45,-2.43,0.41,-0.0,0.37,0.38,0.38,0.41,116.01,0.0,-57.95,94.33,-4.29,-5.1,-1.45,-1.2,0.37,0.38,0.38,0.41,118.29,166.33,3.71,95.1,0.65,-1.42,1.41,0.87,0.38,0.38,0.38,0.41,2.91,0.34,,0.951526731736105
1981-01-27,118.23,52.96,-58.27,95.23,-4.21,-6.54,-1.14,-0.04,0.37,0.38,0.38,0.41,118.15,0.0,-105.11,95.05,-7.05,-9.53,-1.5,-0.82,0.37,0.38,0.38,0.41,118.28,238.24,-13.41,95.34,0.33,-4.42,-0.42,0.38,0.38,0.38,0.38,0.41,0.01,0.64,,0.0
1981-01-28,118.1,57.67,-63.21,95.26,-4.97,-9.18,-1.62,-0.43,0.37,0.38,0.38,0.41,117.99,0.0,-100.86,95.12,-9.04,-12.55,-1.95,-1.01,0.37,0.38,0.38,0.41,118.15,244.54,-32.92,95.42,1.23,-5.68,-1.22,0.02,0.37,0.38,0.38,0.41,0.0,0.81,,0.0
1981-01-29,117.96,61.6,-67.16,95.0,-5.48,-10.21,-1.34,0.02,0.37,0.37,0.38,0.41,117.91,0.0,-104.03,94.92,-9.72,-13.48,-1.86,-0.59,0.37,0.37,0.38,0.41,117.99,261.83,-47.17,95.12,0.76,-5.97,-0.52,0.38,0.37,0.38,0.38,0.41,0.0,0.62,,0.0
1981-01-30,117.88,63.3,-67.41,95.0,-5.89,-11.68,-1.22,0.33,0.37,0.37,0.38,0.41,117.83,0.0,-106.19,94.79,-10.28,-15.29,-1.58,0.12,0.37,0.37,0.38,0.41,117.91,272.38,-46.04,95.17,2.06,-7.46,-0.5,0.63,0.37,0.37,0.38,0.41,0.0,0.6,,0.0
1981-01-31,117.8,64.66,-63.16,95.19,-5.56,-11.46,-1.25,0.08,0.37,0.37,0.37,0.41,117.74,0.0,-104.54,95.05,-11.78,-15.56,-1.68,-0.67,0.36,0.37,0.37,0.41,117.83,270.96,-40.21,95.29,3.18,-6.17,-0.56,0.38,0.37,0.37,0.38,0.41,0.0,0.65,,0.0
1981-02-01,117.69,65.11,-60.09,95.26,-3.18,-8.81,-1.1,0.48,0.36,0.37,0.37,0.41,117.61,0.0,-101.37,95.11,-9.5,-13.29,-1.59,0.25,0.36,0.37,0.37,0.41,117.74,274.49,-36.96,95.38,5.2,-4.49,-0.1,0.78,0.36,0.37,0.37,0.41,0.0,0.68,,0.0
1981-02-02,117.5,66.49,-64.66,95.22,-1.43,-7.42,-0.96,0.6,0.36,0.37,0.37,0.41,117.29,0.0,-104.1,94.85,-8.59,-11.54,-1.58,0.39,0.36,0.37,0.37,0.41,117.62,278.88,-41.82,95.37,5.55,-3.21,0.11,1.28,0.37,0.37,0.37,0.41,0.0,0.69,,0.0
1981-02-03,117.56,34.91,-31.82,93.69,-0.26,-4.65,1.55,2.42,0.37,0.37,0.37,0.41,117.25,0.0,-59.22,92.47,-5.93,-9.35,-1.19,0.95,0.36,0.37,0.37,0.41,118.58,148.28,-5.24,94.76,4.55,1.38,3.68,3.54,0.42,0.37,0.37,0.41,6.77,1.54,,24.4412694481728
1981-02-04,118.65,23.2,-17.69,91.77,1.02,-0.04,2.99,1.6,0.42,0.41,0.37,0.41,118.14,0.0,-60.87,91.59,-1.7,-3.12,1.71,0.04,0.41,0.38,0.37,0.41,119.6,98.06,3.51,92.31,3.11,1.45,4.17,3.26,0.43,0.42,0.38,0.41,17.2,0.71,,12.33964713044
1981-02-05,121.85,54.12,-41.91,92.64,-2.36,-4.45,2.35,0.39,0.4,0.41,0.38,0.41,119.77,0.0,-80.77,92.0,-3.51,-5.62,1.78,-0.42,0.4,0.4,0.38,0.41,124.47,241.64,-5.42,93.1,-0.9,-3.4,3.58,2.03,0.41,0.42,0.38,0.41,5.33,1.19,,12.2253699340806
1981-02-06,128.96,15.41,-6.14,93.74,0.08,-0.9,1.85,1.76,0.4,0.4,0.38,0.41,125.15,0.0,-22.56,93.14,-1.73,-3.15,0.85,0.81,0.39,0.4,0.38,0.41,131.49,60.57,0.08,94.24,1.68,0.74,3.24,2.4,0.41,0.4,0.38,0.41,10.0,0.43,,12.6120350161782
1981-02-07,127.06,10.16,3.08,94.53,3.28,2.64,1.31,1.91,0.43,0.42,0.38,0.41,121.47,0.0,-3.3,94.33,1.76,0.81,0.95,1.65,0.41,0.4,0.38,0.41,131.37,48.51,6.82,94.69,4.27,3.71,1.81,2.23,0.43,0.43,0.39,0.41,5.14,0.01,,0.0903387418041674
1981-02-08,116.54,27.06,-9.08,94.43,3.26,2.82,1.03,1.04,0.42,0.42,0.4,0.41,112.57,0.0,-35.28,94.14,0.19,0.13,-0.93,0.54,0.42,0.42,0.39,0.41,121.17,122.63,8.88,94.61,4.43,3.73,2.06,1.57,0.43,0.43,0.4,0.41,0.46,0.09,,0.0
1981-02-09,110.06,65.05,-38.68,93.49,2.21,0.38,-0.51,0.82,0.42,0.42,0.41,0.41,106.51,0.0,-92.9,93.19,-0.96,-1.34,-1.37,0.23,0.41,0.41,0.4,0.41,112.64,273.43,9.8,94.1,6.64,2.11,1.12,1.63,0.43,0.43,0.41,0.41,0.05,0.83,,0.116149810891072
1981-02-10,105.76,32.78,-26.26,93.59,0.77,-1.16,2.08,0.76,0.42,0.42,0.41,0.41,105.1,0.0,-74.95,93.16,-3.82,-5.46,0.91,-1.08,0.41,0.42,0.41,0.41,106.58,178.92,18.91,94.19,3.71,2.31,3.9,2.02,0.43,0.43,0.41,0.41,3.93,0.92,,6.78178683769772
1981-02-11,105.22,68.49,-57.93,94.01,-2.96,-5.66,0.21,-0.92,0.41,0.41,0.41,0.41,105.11,0.0,-92.86,93.72,-5.13,-7.66,-0.46,-2.77,0.4,0.41,0.41,0.41,105.33,282.35,-6.19,94.21,-0.15,-4.15,0.87,0.72,0.41,0.42,0.41,0.41,0.5,1.18,,0.15486641452143
1981-02-12,104.99,69.4,-64.71,93.38,-6.02,-10.11,-1.03,-1.22,0.4,0.41,0.41,0.41,104.78,0.0,-92.8,93.21,-9.38,-12.43,-1.52,-2.08,0.39,0.4,0.41,0.41,105.12,278.06,-34.28,93.7,-1.83,-7.94,-0.38,-0.29,0.4,0.41,0.41,0.41,0.01,1.22,,0.0
1981-02-13,104.67,85.27,-80.6,93.47,-6.33,-10.91,-2.04,-1.21,0.39,0.4,0.41,0.41,104.47,0.0,-114.74,93.27,-11.18,-13.55,-3.43,-1.52,0.39,0.4,0.41,0.41,104.78,337.07,-52.75,93.73,0.2,-7.86,-1.44,-1.0,0.39,0.4,0.41,0.41,0.0,1.6,,0.0
1981-02-14,104.36,85.28,-76.77,93.79,-5.26,-9.47,-1.29,-0.69,0.39,0.39,0.41,0.41,104.2,0.0,-117.7,93.69,-9.7,-12.83,-1.67,-1.09,0.39,0.39,0.41,0.41,104.48,338.5,-43.5,93.92,1.05,-5.6,-0.35,-0.04,0.39,0.4,0.41,0.41,0.0,1.12,,0.0
1981-02-15,104.0,86.48,-75.81,93.7,-4.22,-8.54,-0.97,-0.54,0.39,0.39,0.41,0.41,103.72,0.0,-117.25,93.61,-9.67,-12.56,-1.47,-1.77,0.38,0.39,0.41,0.41,104.2,338.83,-43.18,93.84,2.22,-4.34,-0.18,-0.05,0.39,0.39,0.41,0.41,0.0,1.04,,0.0
1981-02-16,103.54,89.33,-79.0,93.62,-3.9,-7.67,-1.33,-1.08,0.38,0.39,0.41,0.41,103.24,0.0,-116.82,93.48,-9.51,-11.69,-1.78,-1.97,0.38,0.39,0.41,0.41,103.73,344.73,-51.65,93.71,3.17,-3.63,-0.59,-0.44,0.38,0.39,0.41,0.41,0.0,1.31,,0.0
1981-02-17,103.18,53.89,-40.02,93.67,-3.65,-7.18,-1.52,-1.54,0.38,0.38,0.41,0.41,103.07,0.0,-67.99,93.56,-8.46,-10.57,-2.73,-1.96,0.38,0.38,0.41,0.41,103.25,196.73,-11.04,93.76,0.81,-4.95,-0.77,-1.05,0.38,0.39,0.41,0.41,0.18,1.44,,0.0
1981-02-18,103.47,58.19,-44.42,93.2,-3.62,-7.48,-1.19,-1.86,0.38,0.38,0.4,0.41,103.11,0.0,-68.97,92.99,-6.36,-8.63,-2.64,-2.7,0.38,0.38,0.4,0.41,104.2,220.84,-29.07,93.51,-0.79,-5.93,-0.27,-1.35,0.38,0.38,0.4,0.41,1.56,1.68,,0.109697043619346
1981-02-19,104.57,47.22,-31.08,92.95,-4.98,-8.26,-0.8,-1.59,0.37,0.38,0.4,0.41,104.22,0.0,-54.8,92.85,-7.52,-9.35,-2.24,-2.34,0.37,0.38,0.4,0.41,104.81,182.63,-12.6,93.07,-1.79,-7.04,-0.24,-1.06,0.38,0.38,0.4,0.41,0.91,1.23,,0.0
1981-02-20,104.88,51.83,-31.7,93.12,-4.48,-7.57,0.08,-0.62,0.37,0.38,0.4,0.41,104.81,0.0,-50.12,93.07,-7.04,-9.19,-0.55,-0.89,0.37,0.38,0.4,0.41,105.09,221.38,-11.2,93.21,-1.86,-5.75,0.86,-0.11,0.37,0.38,0.4,0.41,0.52,0.82,,1.07384305035265
1981-02-21,105.7,67.94,-39.27,93.35,-4.27,-7.94,0.88,0.13,0.37,0.38,0.4,0.41,105.14,0.0,-68.97,93.21,-6.47,-9.17,-0.69,-0.31,0.37,0.37,0.4,0.41,106.16,278.65,-16.82,93.48,-1.79,-6.07,2.12,0.45,0.37,0.38,0.4,0.41,1.42,1.34,,2.97670567412736
1981-02-22,106.03,94.51,-74.17,93.07,-5.71,-9.85,-1.26,-0.08,0.37,0.37,0.4,0.41,105.81,0.0,-116.63,92.85,-10.65,-13.26,-1.54,-0.79,0.37,0.37,0.4,0.41,106.17,352.56,-48.45,93.44,0.02,-6.31,-0.87,0.39,0.37,0.37,0.4,0.41,0.02,1.35,,0.0
1981-02-23,105.5,84.52,-55.64,92.98,-4.02,-8.08,-0.95,-0.13,0.37,0.37,0.39,0.41,105.07,0.0,-93.78,92.83,-8.36,-11.52,-1.67,-0.89,0.37,0.37,0.39,0.41,105.82,336.86,-19.62,93.12,1.81,-3.8,0.23,0.23,0.37,0.37,0.4,0.41,0.01,1.22,,0.0
1981-02-24,104.82,86.86,-58.15,93.32,-2.87,-6.26,-0.95,-0.54,0.38,0.37,0.39,0.41,104.23,0.0,-100.15,93.13,-7.19,-9.42,-1.63,-1.87,0.37,0.37,0.39,0.41,105.33,345.17,-9.74,93.59,2.75,-3.28,0.12,0.27,0.38,0.37,0.39,0.41,0.5,1.4,,0.0
1981-02-25,103.75,98.11,-63.23,93.86,-1.84,-5.1,-1.13,-1.44,0.38,0.37,0.39,0.41,103.04,0.0,-107.18,93.63,-6.53,-8.56,-2.09,-2.29,0.38,0.37,0.39,0.41,104.23,376.89,-4.24,94.02,3.44,-2.6,-0.37,-0.89,0.38,0.37,0.39,0.41,0.01,1.75,,0.0
1981-02-26,102.77,46.28,-28.21,93.85,-0.77,-2.81,-0.75,-0.35,0.38,0.38,0.39,0.41,102.3,0.0,-67.81,93.65,-4.44,-5.93,-1.54,-0.98,0.38,0.37,0.39,0.41,103.11,177.8,-1.19,93.97,1.96,-1.71,-0.15,0.02,0.38,0.38,0.39,0.41,0.11,0.89,,0.0
1981-02-27,101.42,104.87,-78.62,93.25,-1.89,-5.62,-1.73,-0.02,0.38,0.38,0.39,0.41,100.21,0.0,-119.75,92.89,-7.17,-9.5,-2.17,-0.53,0.38,0.38,0.39,0.41,102.3,397.1,-34.32,93.66,4.42,-2.12,-1.37,0.26,0.39,0.38,0.39,0.41,0.0,1.79,,0.0
1981-02-28,100.77,30.7,-17.16,92.79,-0.99,-4.49,-1.4,0.73,0.38,0.38,0.39,0.41,100.13,0.0,-65.18,92.72,-4.67,-8.17,-1.9,0.13,0.38,0.38,0.39,0.41,102.89,141.59,0.28,92.87,1.91,-0.83,-0.96,1.3,0.4,0.38,0.39,0.41,5.33,1.0,,10.4416151365082
1981-03-01,101.42,74.12,-37.06,93.05,2.18,-0.34,-0.22,1.38,0.41,0.4,0.39,0.41,98.21,0.0,-84.41,92.92,-1.23,-2.43,-1.78,0.51,0.4,0.38,0.39,0.41,104.48,322.66,-1.19,93.2,6.3,1.01,2.4,1.94,0.43,0.41,0.39,0.41,4.49,1.61,,9.07198248251131
1981-03-02,96.3,86.59,-39.7,92.77,2.49,0.17,-0.2,1.59,0.41,0.41,0.39,0.41,92.61,0.0,-86.34,92.49,-1.48,-2.63,-1.57,0.98,0.4,0.41,0.39,0.41,99.6,324.96,-4.34,92.99,7.07,2.29,2.28,2.4,0.43,0.42,0.39,0.41,4.11,1.54,,19.5106276762272
1981-03-03,93.11,31.78,-12.15,92.11,0.98,0.24,0.26,1.07,0.43,0.42,0.4,0.41,91.04,0.0,-49.48,91.89,-0.7,-1.03,-0.94,0.29,0.42,0.42,0.39,0.41,97.14,113.96,4.02,92.48,2.48,1.29,1.36,2.24,0.43,0.43,0.41,0.41,17.23,0.39,,11.0042821296254
1981-03-04,97.23,47.66,-12.5,92.73,0.6,-0.52,0.77,-0.92,0.42,0.42,0.41,0.41,96.14,0.0,-35.42,92.16,-0.63,-1.07,0.09,-2.21,0.41,0.42,0.41,0.41,98.4,213.78,2.82,93.23,2.18,0.23,1.48,0.28,0.43,0.42,0.41,0.41,3.12,0.95,,2.15712073825047
1981-03-05,95.32,52.41,-29.22,93.2,0.2,-1.73,0.23,0.42,0.41,0.42,0.41,0.41,94.3,0.0,-59.01,93.13,-2.53,-2.95,-0.95,-0.27,0.41,0.41,0.41,0.41,96.18,194.42,-4.89,93.25,3.08,-0.78,2.53,1.32,0.42,0.42,0.41,0.41,0.17,1.09,,0.0
1981-03-06,92.29,58.0,-31.74,93.18,1.64,-0.8,0.19,1.47,0.41,0.42,0.41,0.41,88.27,0.0,-54.6,93.03,-4.49,-5.62,-1.43,0.32,0.4,0.41,0.41,0.41,94.3,261.16,-4.68,93.47,7.83,3.74,3.33,2.77,0.43,0.42,0.41,0.41,2.67,1.27,,9.92146961349027
1981-03-07,82.78,94.47,-36.08,93.76,5.58,2.41,0.32,1.91,0.43,0.43,0.42,0.41,77.33,0.0,-90.38,93.51,2.25,0.89,-1.2,1.28,0.42,0.42,0.41,0.41,88.1,406.33,0.2,93.93,10.62,3.76,2.07,2.75,0.43,0.43,0.42,0.41,1.32,1.97,,0.0
1981-03-08,73.94,32.19,-11.91,93.6,6.33,2.98,0.57,2.18,0.42,0.42,0.42,0.41,68.1,0.0,-50.49,93.44,3.58,0.02,-1.16,1.3,0.41,0.42,0.42,0.41,77.33,155.95,9.46,93.82,8.5,5.72,2.17,3.1,0.43,0.43,0.43,0.41,6.24,0.74,,10.0074786796574
1981-03-09,61.19,79.97,-28.33,93.99,8.39,4.98,2.87,1.92,0.43,0.43,0.43,0.41,54.85,0.0,-51.93,93.84,6.53,4.01,1.86,0.67,0.42,0.43,0.43,0.41,67.68,275.36,0.89,94.11,11.23,5.75,5.63,2.51,0.43,0.43,0.43,0.42,2.4,2.86,,16.1171638852026
1981-03-10,49.46,42.1,-6.43,93.89,9.23,7.34,1.3,1.83,0.42,0.43,0.43,0.42,44.49,-0.0,-31.36,93.64,7.87,5.93,-0.13,1.04,0.42,0.42,0.43,0.42,54.55,212.78,6.93,94.06,12.23,8.74,2.44,2.33,0.43,0.43,0.43,0.42,5.53,0.79,,5.84613558329741
1981-03-11,39.84,48.02,-12.21,93.15,11.33,6.34,2.44,2.02,0.42,0.42,0.43,0.42,32.35,-0.0,-37.86,92.88,8.34,3.74,-0.59,1.32,0.41,0.42,0.43,0.42,44.35,234.54,10.17,93.61,16.15,9.54,4.75,3.38,0.43,0.43,0.43,0.42,7.77,3.35,,2.34753104643132
1981-03-12,27.45,32.65,-12.98,92.59,8.06,6.87,2.53,1.09,0.43,0.43,0.43,0.42,23.94,-0.0,-33.21,92.34,5.98,4.84,0.77,-0.71,0.42,0.42,0.43,0.42,31.73,171.99,7.09,92.91,10.01,8.67,4.66,1.95,0.43,0.43,0.43,0.42,15.69,0.63,,26.472173581489
1981-03-13,20.95,90.87,-36.36,92.46,5.2,3.19,2.61,1.91,0.42,0.43,0.43,0.42,18.58,-0.0,-81.65,92.33,3.65,1.32,2.01,1.34,0.42,0.42,0.43,0.42,23.68,303.11,-1.08,92.55,6.8,4.84,3.26,2.58,0.43,0.43,0.43,0.42,5.98,2.19,,11.0838026460776
1981-03-14,17.43,123.89,-60.12,92.62,3.92,-0.34,2.91,1.76,0.41,0.42,0.43,0.43,16.3,0.0,-91.62,92.43,1.37,-2.16,0.56,1.01,0.41,0.41,0.43,0.43,18.5,438.57,-22.4,92.75,6.78,1.35,4.79,2.36,0.42,0.42,0.43,0.43,1.74,4.22,,2.3871541386248
