q_sim,q_obs
1.4653682518356944e-05,0.32
1.4463041530220317e-05,0.32
1.4280780526176835e-05,0.32
1.4117896999996579e-05,0.32
1.5017607139458106e-05,0.36
1.4989881532975292e-05,0.32
1.4807058148534265e-05,0.32
1.4597848832536428e-05,0.32
1.450414662958801e-05,0.31
1.4492847787526474e-05,0.31
1.4301109282961958e-05,0.31
1.6167651871271886e-05,0.34
2.0112341701173958e-05,0.35
2.427678624643053e-05,0.47
3.589584629209819e-05,0.62
5.6694412244311316e-05,0.78
9.682393969633982e-05,1.45
0.00010462384960879646,0.85
0.00013242600548649783,0.63
0.00016523120438698661,1.4
0.00017614963777725493,0.81
0.0001783089651106252,0.58
0.00018269752369893752,0.53
0.00018164931434362595,0.51
0.00018574243500914985,0.51
0.00018410808672241627,0.49
0.0001909360715172926,0.47
0.00022307260039571144,0.47
0.000339342860563683,0.67
0.00036225287191015196,0.66
0.0004448233008275181,0.6
0.0005129253453749903,0.81
0.0005363354069650353,0.8
0.000535372883622926,0.66
0.0005333096150126604,0.6
0.0005853711872035549,0.88
0.0006310523947350746,0.72
0.0007859565836112179,0.68
0.001192634108789596,1.46
0.0014325117931015077,1.75
0.0015362930349843164,1.25
0.0018184251005226395,1.14
0.0023180012216448154,2.45
0.0025263220919493363,1.7
0.0032173947989234688,1.73
0.0038788142883866266,1.66
0.004347344927012688,1.69
0.004468722008311745,1.41
0.0044519199635986734,1.18
0.004396407212853125,1.06
0.004330398465951334,0.96
0.0042616401847305994,0.87
0.004192649444848391,0.84
0.004124291201494551,0.79
0.004056866505087239,0.74
0.003990475411876133,0.73
0.003925144416623947,0.72
0.003860872740472832,0.69
0.003797649520065565,0.68
0.0037354599601353536,0.65
0.0036742881714907113,0.64
0.0036141179099591384,0.64
0.0035981052351306752,0.62
0.0035472870903823276,0.61
0.0037321517812395058,0.61
0.004080726315619621,0.68
0.004241301574025198,0.62
0.004223257320214783,0.6
0.004169945399433592,0.59
0.004121486053800994,0.59
0.004058618707025277,0.57
0.004555997333451817,0.67
0.0052305003362743754,1.62
0.006019398313485166,1.32
0.0061451555129387915,1.13
0.006319202379394099,0.94
0.006285818480999975,0.9
0.006224344600160328,0.86
0.0061905878872601725,0.83
0.006103557544845064,0.75
0.006082232035418955,0.74
0.006005094272935014,0.71
0.00664344452503532,0.81
0.007018723008911758,0.73
0.008331193764602299,1.27
0.008751824711927002,0.99
0.008806981290702617,0.87
0.008750093218737846,0.83
0.010383720166689973,0.86
0.0105678243722744,0.75
0.010790535792757815,0.73
0.010903082180334065,0.72
0.010794070147501599,0.68
0.010640552216691992,0.68
0.010491218837766008,0.66
0.01034698716523615,0.66
0.010814364524443868,0.65
0.010820573940960006,0.69
0.014503994938935215,0.91
0.015239416922851134,1.38
0.015246736555952208,0.92
0.015250208961876467,0.86
0.016338405556922102,0.83
0.019474768167554276,1.15
0.01983975693962337,1.03
0.019713389210929844,0.9
0.019455987805825387,0.85
0.01916026963877568,0.8
0.01885480143651354,0.77
0.018549116374141743,0.74
0.018246518967439954,0.73
0.017968616820510232,0.7
0.017708934079065684,0.69
0.017425841696304085,0.67
0.01714251672048104,0.63
0.016862467482811613,0.64
0.016586564961890562,0.64
0.01719245888415702,0.64
0.01791852023926707,0.71
0.018444027407061716,0.64
0.018421517927051913,0.6
0.0181927420987749,0.6
0.01829483978240497,0.59
0.019620968719795424,0.6
0.0200981557242206,0.74
0.020780149442222607,0.59
0.03217990313062816,3.52
0.04535079757220512,9.83
0.053474304694464465,4.56
0.06142892355366953,3.35
0.0636286904636803,2.85
0.06381384458324411,2.03
0.06311012700937178,1.71
0.062243217117874984,1.56
0.06345495236801191,1.49
0.06285176469348251,1.37
0.06552415575236153,1.33
0.07088113235001606,1.31
0.08723230962142424,2.27
0.09536001154984998,1.68
0.23116157302360932,6.64
0.15005452283337428,4.45
0.14341216433348403,2.87
0.14632523092772282,4.12
0.145148239034733,2.56
0.14691111153331868,2.23
0.15192636244029362,2.05
0.33758247634007593,3.63
0.36395033773563434,4.22
0.28318936058897537,3.24
0.23123302261449133,2.53
0.22885934302666178,2.39
0.23424259613795614,2.45
0.23559483570250705,2.41
0.23375469757832545,2.13
0.23597003011553103,2.04
0.2333031450323084,1.92
0.2306846272263348,1.84
0.2276866723604041,1.73
0.26783398146146525,1.68
0.2632817527910007,1.62
0.26084925199171893,1.62
0.3465982877998449,1.65
0.351415648247235,1.63
0.3177412451997119,1.6
0.30786182062317957,1.54
0.365480966428418,1.76
0.3355559298178899,1.96
0.5621372826868479,2.58
0.463276058901151,3.38
0.3884025984327383,2.0
0.37085617329887577,1.84
0.36546175388419255,1.76
0.536688735273497,3.78
0.5315124057011318,4.26
0.42916047897291143,2.51
0.6222364074689206,3.46
0.5104174450690425,2.83
0.45779652196190634,2.32
0.5380551222778927,2.36
0.4745922170038175,2.14
0.46022215707368735,1.94
0.4585631849650335,1.87
0.45227850071934744,1.76
0.4451499725211787,1.75
0.44131099363701437,1.75
0.4424756944125737,1.75
0.4505187281100502,1.76
0.4491152223320297,1.78
0.44486117119891094,1.51
0.43834227615713584,1.36
0.43140956598849733,1.31
0.424430020743637,1.28
0.41756990909937597,1.23
0.4107543566332885,1.19
0.40403536574533944,1.17
0.39742157052867894,1.13
0.39091438129370226,1.1
0.3846411395424928,1.04
0.37836641649831976,1.03
0.37217725314629785,1.0
0.366781794125554,0.98
0.36309527062583047,0.98
0.35872152049709166,0.97
0.3585281692422786,0.92
0.3609953347103176,0.94
0.3587231653863121,1.01
0.3537144401679426,0.85
0.34906406806251045,0.85
0.34390005292583925,0.83
0.3393434090845794,0.79
0.33437895024389996,0.79
0.33158277934250635,0.78
0.3267782865027675,0.75
0.3217513691492175,0.73
0.3165669051441428,0.71
0.5046337330294169,0.69
0.5280958514662358,1.1
0.4361462104698426,1.08
0.37985098779024357,0.77
0.3674194933250214,0.69
0.3597500986598006,1.33
0.4176814831451586,0.7
0.49561074352179313,1.02
0.4151746706060834,0.72
0.41050826269172686,0.65
0.406226637241078,0.79
0.40616886190942747,0.69
0.40284992229190375,0.63
0.39753223465965914,0.6
0.40077885007159164,0.6
0.3997809681001455,0.66
0.39608866245539665,0.58
0.39703055019951683,0.6
0.3966591768044061,0.66
0.3920982851057436,0.59
0.38640004776605075,0.57
0.3803155625048239,0.55
0.3751420731845875,0.54
0.3692264680037066,0.51
0.3635460451067658,0.5
0.360749439214176,0.5
0.35601422820916806,0.49
0.36266787461633426,0.64
0.35917181663920744,0.61
0.3542406352288421,0.46
0.3489271641751289,0.46
0.3433609942505712,0.47
0.33788424755022456,0.46
0.3323863627320132,0.44
0.32708497000019504,0.81
0.3266264620439746,0.61
0.32318791573810307,0.5
0.31834708025355496,0.45
0.3201522774563531,0.45
0.3175447456275944,0.46
0.31561182755247585,0.43
0.3125237720508119,0.43
0.3078766000686899,0.42
0.30694409063637423,0.49
0.3044945558804551,0.45
0.3046259187284015,0.44
0.3011007020721328,0.42
0.29655634070343145,0.4
0.2921708593650638,0.4
0.2911550348286421,0.46
0.28919392803556854,0.41
0.287802276409492,0.39
0.2838874037994412,0.39
0.28106412224689115,0.39
0.27959667378191466,0.41
0.2763712503835478,0.4
0.2721682143175087,0.37
0.2678677069526777,0.37
0.2648666049193791,0.63
0.260891982577055,0.48
0.25671566149729463,0.36
0.25370155440605335,0.37
0.250172559210217,0.36
0.24627078430879293,0.41
0.24336700042071965,0.36
0.23994045287122967,0.35
0.23747865146406608,0.35
0.23937073657598468,0.91
0.23657495691853864,0.41
0.2330277456299333,0.35
0.22970678490973548,0.35
0.23183701315987854,0.37
0.2303390787666184,0.35
0.22730766939897873,0.34
0.22951630859231795,0.5
0.24296597152401928,0.68
0.24272197630874545,0.38
0.23992132217127535,0.34
0.24882785835410073,0.7
0.24755522402873803,0.39
0.24428421108928267,0.34
0.24061945821120978,0.34
0.23921137537055306,0.39
0.2359920289243253,0.41
0.23233949956547706,0.34
0.22962032351606237,0.33
0.2324395101198255,0.44
0.23031261333554756,0.33
0.2279872092261863,0.33
0.224603668652409,0.32
0.22103271213288056,0.32
0.2177317613811786,0.32
0.21446448138026392,0.32
0.21101608455727477,0.31
0.2075798464316569,0.3
0.2058520307355132,0.82
0.20290480578049958,0.36
0.20844086458943348,0.38
0.20900156006051884,0.5
0.20772619849536866,0.38
0.2182312780229071,0.34
0.218632050362148,0.39
0.21641180746300012,0.32
0.21325835046777541,0.32
0.21128699344847574,0.33
0.20915499050356906,0.33
0.2100198927169364,0.32
0.21123669525244929,0.41
0.20882462769141674,0.33
0.2065651997295715,0.31
0.20391175879185822,0.31
0.2007420291871458,0.3
0.19751818415471323,0.31
0.19430387920961387,0.3
0.19112910422697077,0.29
0.18866603909329943,0.3
0.18886061353205486,0.32
0.18717317007278572,0.31
0.1850605023188836,0.3
0.18267248914778572,0.3
0.1798289816293929,0.29
0.17693042042070461,0.29
0.17404888479806635,0.29
0.17133612777544013,0.29
0.17432577637436072,0.32
0.17939543831832555,0.43
0.17948875130604686,0.43
0.17909332326359262,0.32
0.1794511878890573,0.33
0.17819178527266102,0.3
0.18060769818728414,0.35
0.17900605217040919,0.34
0.17676667983847763,0.3
0.17778227927298124,0.3
0.1759271066845306,0.29
0.17333574007961922,0.29
0.17060021214356225,0.29
0.16785137844756765,0.28
0.16647224979101943,0.28
0.16564260420932156,0.28
0.17434143394012735,0.84
0.17395245611507223,0.49
0.171791073173802,0.32
0.16920156144952714,0.3
0.16650850404484152,0.3
0.17116610292001755,0.32
0.18383970358042978,0.4
0.1838752011091777,0.35
0.18175778711143983,0.3
0.18007733280596752,0.3
0.17741968463800079,0.29
0.18581217532820005,0.35
0.18977231660242483,0.39
0.20031544284389208,0.37
0.2674602028359987,0.57
0.232483897948414,0.42
0.2252378430131719,0.35
0.22064563922677655,0.33
0.21682988826016697,0.32
0.21408511324178608,0.32
0.21277693418687255,0.3
0.21014209716972262,0.3
0.20699618475837295,0.3
0.2037607254893897,0.3
0.20172679998952153,0.29
0.19918659589929433,0.29
0.19783082745522085,0.3
0.19528126836879864,0.29
0.19225341965111126,0.29
0.18915891754184566,0.29
0.186334572929102,0.28
0.19186960453050203,0.29
0.19059100559564146,0.3
0.18905745906763344,0.29
0.19114430228485044,0.29
0.20226078593625746,0.28
0.2934549412162992,0.32
0.2449356775760266,0.3
0.24368491138807108,0.29
0.24593440835854785,0.35
0.24417494192913564,0.3
0.24086133755839098,0.29
0.2371367389494162,0.29
0.2333714324997159,0.28
0.22994457361442366,0.28
0.22678773453694007,0.28
0.22418377873859807,0.28
0.22642442205450974,0.31
0.2547870643696021,0.32
0.2745499714188896,0.5
0.3374123903245371,0.59
0.4108607053419996,0.82
0.3294527485187036,0.76
0.31186516621586563,0.49
0.30592103957804434,0.43
0.30802959946495756,0.41
0.3123523850897752,0.4
0.3100065194836424,0.39
0.3056784915781717,0.35
0.3009078159197218,0.35
0.29606084665052923,0.34
0.2915315596294665,0.33
0.29004315918439283,0.32
0.2926875441275898,0.34
0.3305985840202918,0.4
0.5357502950006199,0.63
0.6315871572133755,1.44
0.5664942754007278,0.91
0.41829368414608775,0.66
0.3822866150069468,0.56
0.37008962526986144,0.5
0.36180571914627124,0.51
0.35508699392537757,0.44
0.34898252397153573,0.41
0.34315986321119607,0.4
0.3374995767886853,0.38
0.3319571144423986,0.37
0.32651496581789463,0.38
0.321165605635311,0.37
0.31590526176138867,0.36
0.310731585885899,0.36
0.30564286361681664,0.36
0.3006375894350972,0.35
0.2957143365560101,0.35
0.2908717068082446,0.34
0.2861083792300694,0.34
0.2814230561091374,0.33
0.2768144600411028,0.33
0.27228133454044784,0.33
0.2678224436979161,0.33
0.2634365718435539,0.33
0.25912252321527135,0.35
0.25487912163282955,0.34
0.2547282092665919,0.33
0.491067143197835,0.42
0.6089002900670701,0.52
0.5495033134396798,0.6
0.4072447871273497,0.39
0.34428511486716085,0.36
0.80730837920628,2.06
0.7254450377250559,1.13
0.5709605785110831,0.53
0.42535827130941306,0.47
0.39154800959600405,0.43
0.3773045496610758,0.4
0.3684733286994248,0.4
0.36150266583581464,0.4
0.35524156490067027,0.4
0.34929713313973887,0.4
0.34431838680272064,0.4
0.33880959434270064,0.4
0.3363439476076124,0.4
0.3405167667541861,0.4
0.33956251962895195,0.42
0.36424421132555185,0.38
0.3561303043338407,0.38
0.47141035106730844,0.36
0.8219131641511161,1.25
0.8096126317834464,0.7
0.6513764280541956,0.53
0.48232109117535193,0.48
0.44027633920126386,0.46
0.4232163162472877,0.43
0.5583138904014786,0.42
1.1632892715881102,0.55
1.068069082368486,0.51
0.879438246375327,0.44
0.9264249476092634,0.41
0.9931593448912879,0.42
1.288939752478775,0.61
1.388434739894734,1.41
1.2562968147746392,1.48
1.0423276606791219,0.98
0.9279940464862042,0.89
0.9171421549085552,1.01
0.7617586148954555,0.93
0.6316660272306088,0.84
0.6089377464195264,0.76
0.5960141194178581,0.73
0.5848292519819539,0.69
0.8141786500434609,0.68
1.5899195308165917,1.51
1.6674956647569714,1.28
1.7526390601326887,0.98
1.811018634652652,1.51
2.153457767271057,1.74
2.115506504564013,3.31
2.1797054103342917,1.76
2.11585823587623,2.73
1.8809604329859997,1.8
1.6498725437018757,1.46
1.4144673879933456,1.26
1.1766807663692975,1.17
0.9627499844686154,1.06
0.7908163481401758,1.01
0.743782383898899,0.94
0.7211557591637432,0.87
0.705879028279737,0.86
1.0544882255200945,0.87
1.0632167111750297,1.12
1.3818790249147899,1.12
1.7729362721946007,1.59
1.9044985728483153,2.51
2.0791239576439966,1.85
1.8564838037669646,1.58
1.588778510148403,1.33
1.3349826805966314,1.19
1.1079645650659404,1.13
0.9088021284249451,1.05
0.8231893184154295,0.99
0.7927493184918337,0.94
0.7876952446136402,0.9
0.7758490273284512,0.88
0.7646048070513976,0.86
0.7525910371378415,0.84
0.740379538744145,0.8
0.7283476347849345,0.85
0.7164417671950354,0.85
0.7048301003442617,0.81
0.6934228135468884,0.79
0.6825837989736437,0.79
0.6715058786501813,0.76
0.9387130680992966,0.75
1.3366145889033016,0.97
2.1212750613981046,1.64
2.001211225494937,1.34
1.7476763190871891,0.94
1.4886895745768525,0.84
1.2414314089838467,0.8
1.0720179647846568,0.79
0.8835071376940837,0.75
0.7847994103607125,0.75
0.7520375058588176,0.73
0.7762858941138452,0.73
0.8578982443757612,0.74
0.8702417999517624,1.14
0.7911338268388663,0.91
0.7784561063235871,0.76
0.7807918374599224,0.75
0.7765640648413793,0.71
0.7660646582120757,0.69
0.7926070020488457,0.69
0.8061456111291855,0.73
0.7779952663394585,0.68
0.8129085087612409,0.65
0.9022941008625498,0.62
0.8209727355882368,0.63
1.0930508554702678,1.14
1.3995640262816018,1.04
1.2756286984277867,0.76
1.2905304608546262,0.69
1.5410818946559495,1.7
1.3967222924872862,1.72
1.3583235134341147,1.09
1.2534343357564177,1.73
1.0717538070751078,0.99
0.9168447240972497,0.85
0.8788051560486219,0.89
0.871101949537202,0.92
0.8570348067159335,0.76
0.8428636745228206,0.72
0.8293371239045871,0.69
0.8217776673595922,0.73
0.8112724724062101,0.75
0.8016578030697297,0.66
0.7893344077872207,0.67
0.776646474944023,0.63
0.7646940394528807,0.6
0.7545993313238473,0.59
0.7434324474444106,0.59
0.7315313826235167,0.58
0.7196364848541341,0.58
0.7082733994121034,0.57
0.8355606815939145,0.68
0.8277243216724324,0.8
0.7500944591671668,0.61
0.7346014989549947,0.73
0.724742144594085,0.57
0.8018792155418932,0.74
0.7431513420488746,0.55
0.724090467088089,0.52
0.7108132946460044,0.51
0.9392655434182976,0.72
0.8742224893469832,0.64
0.7601412205130724,0.51
0.728984970438596,0.51
0.7122278725086519,0.55
0.6999114762553518,0.51
0.7026265405481313,0.49
0.7027601497134337,0.53
0.6938475832322821,0.5
0.6832953791006933,0.48
0.674398150020659,0.66
0.665095771121087,0.49
0.8118170557615543,0.55
0.7335039035549984,0.48
0.6890269583023105,0.45
0.6748684092213486,0.44
0.6639185979283473,0.45
0.6554781100920305,0.44
0.7271821876463449,0.43
0.7204398784706947,0.42
0.6798364402004774,0.4
0.6687995609116666,1.63
0.6650452814151119,1.17
0.6670949192489597,0.57
0.6680122279882048,0.56
0.6618297690801863,0.48
0.6528255766733434,0.44
0.6461833919343027,0.44
0.6480579321737199,0.45
0.6905051691889224,2.55
0.7999792134891877,1.23
0.6997911918136344,0.68
0.8019248811666612,0.75
0.8342118894974601,1.14
0.7444453117237972,0.75
0.7107184498302551,0.65
0.6939462165351732,0.59
0.6851213267361926,0.55
0.6870822525683946,0.71
0.6813243085759766,0.64
0.6748871716020406,0.82
0.6652577384502997,0.56
0.6660271513015863,0.53
0.6634877008530793,0.54
0.6544268415536596,0.49
0.6450809343135127,0.47
0.6348557382558827,0.47
0.6246147889015723,0.47
0.6193700136299674,0.7
0.6114170126839138,0.92
0.6024225809341924,0.5
0.5928103188516746,0.47
0.5831834425955117,0.47
0.5736612635119377,0.46
0.5748888144584418,0.44
0.574562617780476,0.44
0.6277441114867751,0.85
0.5926478912614074,0.72
0.5802509823893742,0.49
0.5847477177597381,0.47
0.5783456539381612,0.47
0.5697183729449435,0.44
0.5606590044598865,0.43
0.5550914970424013,0.43
0.5467138078598212,0.42
0.5379670248367159,0.4
0.530155611256957,0.41
0.5341333291329164,0.41
0.5283703940738731,0.4
0.5205215658559137,0.4
0.5122567326265162,0.4
0.5072959284920627,0.4
0.5013260231976244,0.45
0.4937624624339577,0.4
0.4860966758161373,0.37
0.4785042264519083,0.37
0.4707515294008886,0.37
0.4630685775428879,0.36
0.45868530427241866,0.37
0.4520069721911948,0.39
0.45360074203049544,0.45
0.46969219451086675,0.51
0.46470469834979744,0.5
0.4587616191904077,0.39
0.4517173218004754,0.37
0.4444783835391485,0.36
0.4372562071982102,0.37
0.4305575441130351,0.37
0.4237511927087132,0.35
0.416867552274072,0.35
0.4142678996276258,0.35
0.4166202595983115,0.41
0.4118507463267298,0.4
0.4056951795131013,0.36
0.40060864964275705,0.35
0.39515033885406237,0.35
0.3897327151772342,0.35
0.38584187805408215,0.33
0.38443649739364466,0.34
0.3791705079216664,0.35
0.37325883361333084,0.34
0.36742748940032477,0.33
0.36156935049828987,0.33
0.35568757380169547,0.32
0.3498755706427616,0.32
0.34415046782824543,0.32
0.3385405044529863,0.32
0.3334431901787974,0.32
0.3296317442658961,0.32
0.32492073247795744,0.32
0.3197617189566374,0.31
0.314681121803104,0.31
0.3175745029610463,0.34
0.31653059958752916,0.35
0.31277938457241106,0.34
0.31202812430569726,0.32
0.3081466455857125,0.31
0.3398609094130895,0.58
0.33458528533667814,0.39
0.34875232705593473,0.92
0.3485721118196818,0.36
0.3448875509910511,0.33
0.3398496170651182,0.32
0.34529044204833204,0.37
0.3558787357622142,0.42
0.3551769326998218,0.32
0.35067594994537055,0.32
0.3453546089715669,0.32
0.3404788697503458,0.32
0.3374693437860937,0.31
0.3350465543955602,0.32
0.33031228549873687,0.31
0.3265969273794652,0.34
0.32196229947901744,0.31
0.31693975404465563,0.3
0.31181881040064263,0.3
0.3069061739729202,0.3
0.3019393301498993,0.3
0.2970105178638939,0.3
0.29226395336332145,0.29
0.416528374407634,0.47
0.35561622848000585,0.35
0.40501966000994516,0.62
0.35656643867143284,0.42
0.3445331861110195,0.35
0.3388174604687134,0.35
0.3374794463786241,0.35
0.42248645909955884,0.54
0.3723811023474043,0.43
0.36055878869001995,0.35
0.35599351404930146,0.34
0.3502849670453466,0.35
0.34840095407272514,0.33
0.3437362696101132,0.33
0.413412584472578,0.48
0.384641458117566,0.48
0.37182709848424506,0.44
0.364404123490355,0.38
0.3580563550656641,0.35
0.35238880606036693,0.34
0.34729903010292407,0.34
0.39447744410913577,0.35
0.4793937235781535,1.19
0.40334012554738674,0.67
0.3943482702452039,0.59
0.3902346934039932,0.49
0.3901810950035096,0.46
0.38607073430322847,0.43
0.43362694020116654,0.48
0.4246895535173992,0.63
0.41219901521886243,0.52
0.4106468295922843,0.47
0.41059723147824884,0.5
0.40781336561813153,0.44
0.48464973349647134,0.46
0.43917109519405834,0.7
0.6418533186547413,1.21
0.5368137414894434,0.87
0.6450419744514114,1.23
0.7705930003424851,1.48
0.6896462582775134,1.13
0.5492416556176338,0.86
0.5153827294174189,0.74
0.49974661857478425,0.67
0.48920696080044457,0.64
0.4803758925784762,0.63
0.4722132932899824,0.58
0.46437082325807383,0.56
0.4567250462977211,0.53
0.44922995851287684,0.55
0.8267052203340285,0.8
1.0711121578687566,1.37
1.0670592296022592,0.98
1.1656941465051642,2.39
1.0015525329056687,1.44
0.8955227697415418,1.06
0.7551870118187938,1.09
1.0032200792176347,1.42
1.1674985242029003,3.17
1.2138037582609167,2.83
1.078402998452817,2.07
0.8853399865417151,1.51
0.7004852350704875,1.27
0.6310049327858306,1.23
0.6057887758419667,1.18
0.5910885260322464,1.13
0.5797537546690307,1.11
0.569662916924846,1.05
0.56011327711206,1.02
0.550857683683026,0.98
0.5418050813502754,0.94
0.5329202371577657,0.91
0.5241883114273859,0.86
0.5176451471278881,0.83
0.5095509147096547,0.8
0.501316729238475,0.75
1.3766574230629083,2.08
1.5040699172799776,2.37
1.4182510257233698,1.67
1.2873563290462227,1.43
1.126240271229233,1.28
1.0391542946316745,1.16
0.8522070383511038,1.1
0.7835269947701222,1.04
0.6463585413320005,1.05
0.6105936177172202,0.99
0.5930832582890383,0.93
0.5808624340905378,0.92
0.9892518333240033,0.96
0.8906735133701779,1.03
0.7285332053137028,0.91
0.6385709245525926,0.91
0.7265795457907013,0.86
2.1954969481688598,2.06
2.492360568668888,3.47
2.453846599486221,2.34
2.463306004011323,2.34
2.2807322717210115,2.3
1.9646701370375057,2.07
1.6569298486072361,1.77
1.379891426875599,1.57
1.1363264790743144,1.46
0.9241017289156788,1.4
0.7757328835013906,1.31
0.7330944944271705,1.26
0.7118268610061351,1.25
0.6970168851403667,1.21
0.6844763389434284,1.18
0.7871764231668541,1.19
1.0349863578163099,1.22
1.0161707493862473,1.28
1.0399258937373947,1.33
1.5162395742243895,1.57
1.8654801626108972,2.23
1.744527428969708,2.73
1.6933616079050036,2.18
2.0527586962089,2.22
1.853454541954772,2.19
1.8915992499932242,2.32
1.7132478137346805,1.97
1.4866945904456617,1.67
1.2520611842170886,1.53
1.0393498592384507,1.45
0.8733733828498871,1.34
0.8263872760448532,1.38
0.8028383348886521,1.24
0.7863004249634049,1.23
0.7722173860964819,1.18
0.7591289075533774,1.15
0.7515286194431033,1.15
0.7407280813826689,1.11
0.8258997035772461,1.08
1.1720747622870191,1.21
1.495811297056149,1.52
1.816132383813503,3.71
1.6423796894930824,2.06
1.4079717848288953,1.72
1.1807192631106944,1.57
1.2364409937288445,1.49
1.5096453528569855,1.73
1.3887977830083127,1.5
1.190721602428466,1.41
0.9952404751421697,1.37
0.8757705545899243,1.31
0.9874419192731947,1.29
1.2216623408324052,1.42
1.3615829586711443,1.54
1.394418459483161,1.58
1.4428569501314534,1.67
1.311515369034911,1.52
1.202398133830565,1.38
1.0405273574839382,1.31
1.204932157771148,1.25
1.1664820706118855,1.27
1.0611124104312541,1.19
0.9455834528060589,1.13
0.910108397715872,1.11
0.8894788476113218,1.05
0.872981698728174,1.03
0.8581354346882284,0.98
0.8555281167745522,0.99
0.9208878868450645,1.01
1.0775534777179407,1.05
1.0139257703528346,1.4
0.9149733017770637,1.01
0.8811730860426088,0.97
0.8616832349258196,0.93
0.8459515242249238,0.92
0.8315407150651937,0.92
0.8191198834809874,0.88
0.80594929644374,0.86
0.7928092921144528,0.85
0.7798434151088499,0.82
0.7670782144176289,0.8
0.7545183941663822,0.78
0.7475649449340416,0.84
0.736904046558677,0.76
0.725235201235131,0.74
0.7134850592972102,0.74
0.7072892237728897,0.74
0.7093586541898793,0.74
0.7131603424842758,0.74
0.7145076462387072,0.71
0.7071833686685454,0.65
0.6994001737601196,0.64
1.095098268377339,1.18
1.1075039118892713,0.95
0.9656087829038006,0.69
0.9415862025931802,0.97
0.8445862903287196,0.84
1.004748957183149,0.91
0.8857589430470534,1.24
0.8343701747980187,0.76
0.8927836172946867,0.74
0.8193776523812173,0.7
0.7904750066150882,0.68
0.8044400853843536,0.67
0.7910111614062707,0.7
1.1516341703188286,0.65
1.4000011553194631,1.0
1.2887394391146565,0.79
1.1020559727930874,0.68
0.9243878886142027,0.64
0.8468539727442858,0.64
0.82723479203373,0.63
1.2201548308874994,1.03
1.2703200200753688,0.84
1.2313211527738335,0.73
1.070228905205877,0.66
1.4556596596911646,1.01
1.5597309388351035,1.43
1.4380332320105242,1.03
1.3593992392280216,0.86
1.174789870583303,0.76
0.9874256340329401,0.71
0.9092203482861254,0.68
0.894344871008143,0.75
0.8820506761264548,0.95
0.8700112236373168,0.66
0.9944716716094083,0.61
0.8985195284905302,0.6
0.8720622670242207,0.66
0.8601151553429134,0.61
0.8461503842460292,0.57
0.8345057278591385,0.73
0.822061563439397,0.58
0.8088663239423418,0.55
0.8104941945783406,0.56
0.9415134014063475,0.59
0.8654988598567079,0.54
0.8282747355316219,0.52
0.8145038815719814,0.51
0.8015559036195629,0.51
