date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow,eobs
1980-01-23,4.28,43.05,-40.17,97.74,2.57,0.72,1.76,2.46,0.41,0.39,0.39,0.39,3.67,0.0,-84.49,97.68,1.24,-0.13,0.1,1.69,0.41,0.38,0.39,0.39,4.96,217.26,-12.95,97.82,4.94,1.6,4.1,2.84,0.42,0.4,0.39,0.39,5.82,0.8,0.68,5.50482554404061
1980-01-24,6.42,14.71,-6.66,97.71,1.24,0.76,0.17,0.37,0.42,0.41,0.39,0.39,3.7,0.0,-32.39,97.33,0.26,-0.67,-1.26,-0.93,0.41,0.4,0.39,0.39,7.86,82.83,-0.08,98.27,2.77,1.7,1.93,1.67,0.43,0.42,0.39,0.39,10.32,0.12,0.88,0.521149905096334
1980-01-25,6.75,33.8,-33.85,98.76,1.11,0.19,2.21,0.76,0.41,0.41,0.4,0.39,6.21,0.0,-71.76,98.32,-0.33,-0.84,0.85,0.43,0.41,0.41,0.39,0.39,7.28,188.75,-1.51,99.16,3.71,1.14,3.52,1.12,0.42,0.42,0.4,0.39,2.6,0.37,0.61,0.0
1980-01-26,6.97,38.03,-39.63,99.27,0.14,-1.61,2.03,-0.53,0.4,0.41,0.4,0.39,6.81,0.0,-69.9,99.15,-0.97,-3.03,1.48,-2.34,0.4,0.41,0.4,0.39,7.16,183.66,-8.67,99.43,2.02,-0.48,2.9,0.35,0.41,0.41,0.4,0.39,1.03,0.6,0.54,1.06930186398312
1980-01-27,8.24,37.32,-49.55,99.69,-0.33,-2.83,2.5,-0.85,0.4,0.4,0.4,0.39,7.24,0.0,-88.14,99.38,-3.18,-5.35,-0.88,-2.03,0.39,0.4,0.4,0.39,8.99,162.4,-21.06,100.21,2.65,-1.33,4.29,0.1,0.4,0.41,0.4,0.39,2.61,1.15,0.52,1.39045176609922
1980-01-28,8.72,45.82,-45.25,99.87,-2.51,-5.69,-1.46,0.62,0.39,0.4,0.4,0.39,8.63,0.0,-89.15,99.39,-5.01,-7.16,-1.88,-0.79,0.39,0.4,0.4,0.39,8.96,212.49,-10.82,100.28,0.82,-3.81,-0.72,1.72,0.39,0.4,0.4,0.39,0.34,0.76,0.54,0.0
1980-01-29,8.7,26.45,-23.63,99.25,-0.3,-2.54,0.72,1.08,0.39,0.39,0.4,0.39,8.39,0.0,-50.84,99.03,-2.64,-5.47,-0.76,0.57,0.38,0.39,0.4,0.39,8.97,108.6,-9.2,99.39,2.12,-0.34,1.43,1.95,0.39,0.4,0.4,0.39,0.02,0.35,0.7,0.0
1980-01-30,6.48,14.39,-14.57,98.45,3.58,2.37,2.6,2.36,0.41,0.4,0.4,0.39,3.18,0.0,-52.71,98.0,-2.36,-3.07,0.72,1.87,0.38,0.39,0.4,0.39,8.41,80.61,5.23,99.01,7.0,5.83,4.13,3.03,0.43,0.42,0.4,0.39,4.97,0.2,0.81,11.4166326136529
1980-01-31,1.67,8.97,-12.97,97.06,7.37,5.27,3.14,3.58,0.43,0.43,0.41,0.39,0.58,0.0,-49.86,96.54,5.9,3.43,1.14,1.6,0.41,0.42,0.4,0.39,3.02,54.0,0.49,97.95,8.46,6.3,5.02,5.04,0.44,0.44,0.42,0.39,18.7,1.4,2.39,10.8258728512565
1980-02-01,0.46,31.7,-42.46,97.77,2.78,-1.37,3.85,0.66,0.41,0.42,0.42,0.39,0.34,0.0,-82.51,96.62,-2.11,-6.13,0.44,-2.94,0.4,0.42,0.42,0.39,0.56,153.57,-7.19,98.99,6.99,3.69,5.45,4.36,0.43,0.43,0.42,0.39,3.16,2.67,1.75,0.571355244653487
1980-02-02,0.71,25.48,-19.23,98.28,3.64,1.21,2.39,3.33,0.41,0.41,0.42,0.39,0.43,0.0,-34.37,97.51,-0.64,-4.0,0.14,1.98,0.4,0.41,0.42,0.39,0.9,140.11,-8.13,98.94,6.06,3.71,5.55,5.56,0.43,0.42,0.42,0.39,5.92,1.45,1.47,13.8048256677202
1980-02-03,0.25,39.76,-22.09,98.14,4.81,3.3,3.73,2.38,0.42,0.42,0.42,0.39,0.15,0.0,-45.04,97.31,3.66,2.41,1.25,0.2,0.42,0.42,0.42,0.39,0.41,185.52,-6.11,98.63,5.93,3.94,5.35,4.93,0.44,0.44,0.42,0.39,11.99,1.48,2.65,17.2207394763215
1980-02-04,0.07,35.68,-19.65,97.74,6.06,3.79,3.35,0.58,0.42,0.42,0.43,0.4,0.04,0.0,-45.24,96.89,4.44,1.06,-0.87,-1.84,0.41,0.42,0.42,0.39,0.14,170.04,-0.38,98.34,8.42,7.39,7.21,3.95,0.44,0.44,0.43,0.4,13.39,1.83,3.95,9.81622191218686
1980-02-05,0.02,44.17,-22.66,97.68,8.09,6.16,4.69,2.49,0.42,0.43,0.43,0.4,0.01,0.0,-64.84,97.48,5.55,4.57,-0.71,2.08,0.41,0.42,0.43,0.4,0.04,211.92,2.18,97.94,9.63,8.75,6.0,3.35,0.44,0.43,0.43,0.4,15.74,2.32,4.5,10.0648872136335
1980-02-06,0.0,51.42,-33.65,98.28,6.46,3.52,3.04,1.76,0.42,0.42,0.43,0.4,0.0,0.0,-68.9,97.98,4.77,1.96,-1.49,1.26,0.41,0.41,0.43,0.4,0.01,243.41,-6.75,98.5,8.54,5.38,5.3,2.54,0.42,0.42,0.43,0.41,3.67,2.4,2.87,2.49681728566543
1980-02-07,0.0,28.68,-19.46,98.46,5.58,4.06,1.84,2.01,0.41,0.41,0.43,0.41,0.0,0.0,-34.4,98.03,4.27,2.75,-1.56,1.41,0.41,0.41,0.43,0.41,0.0,128.57,-4.55,99.23,6.95,4.84,3.75,2.53,0.43,0.42,0.43,0.41,6.34,0.97,2.24,3.25893228675489
1980-02-08,0.0,60.59,-50.8,99.38,5.23,2.8,0.47,1.35,0.4,0.4,0.42,0.41,0.0,0.0,-93.85,99.27,2.44,0.64,-1.8,1.05,0.39,0.4,0.42,0.41,0.0,281.61,-18.21,99.52,9.71,4.25,3.14,2.0,0.41,0.41,0.43,0.41,0.25,1.22,1.96,0.0
1980-02-09,0.0,54.82,-45.21,98.92,5.81,1.6,-0.8,1.15,0.39,0.39,0.42,0.41,0.0,0.0,-84.73,98.72,0.89,-1.07,-1.83,0.21,0.38,0.39,0.42,0.41,0.0,269.53,-16.95,99.23,12.63,4.64,0.66,2.0,0.39,0.4,0.42,0.41,0.0,1.03,1.76,0.0
1980-02-10,0.0,22.01,-27.58,98.97,5.94,4.11,1.61,1.33,0.38,0.39,0.42,0.41,0.0,0.0,-51.46,98.71,3.48,0.93,-0.34,-0.67,0.38,0.38,0.42,0.41,0.0,83.57,-0.64,99.37,8.58,7.44,2.6,1.99,0.39,0.39,0.42,0.41,2.0,0.27,1.67,5.0873717390521
1980-02-11,0.0,54.98,-43.31,99.72,4.57,1.95,2.38,-0.02,0.39,0.38,0.42,0.41,0.0,0.0,-65.79,99.45,3.02,0.21,1.64,-1.06,0.38,0.38,0.41,0.41,0.0,260.11,-18.14,99.87,7.1,3.61,3.46,0.92,0.4,0.38,0.42,0.41,1.84,1.67,1.61,2.38737169881896
1980-02-12,0.0,42.2,-25.3,99.87,3.87,1.65,1.38,0.08,0.39,0.38,0.41,0.41,0.0,0.0,-53.74,99.82,2.47,0.43,-0.05,-1.15,0.38,0.38,0.41,0.41,0.0,204.28,-3.62,99.96,5.94,2.67,2.49,1.22,0.4,0.38,0.41,0.41,1.51,1.14,1.46,0.0
1980-02-13,0.0,57.33,-41.84,99.42,2.87,-0.71,-1.56,0.57,0.38,0.38,0.41,0.41,0.0,0.0,-62.81,99.2,-1.56,-2.81,-2.46,-0.01,0.37,0.38,0.41,0.41,0.0,233.16,-15.58,99.77,6.81,1.03,-0.52,1.48,0.38,0.38,0.41,0.41,1.11,1.52,1.28,1.24650925882084
1980-02-14,0.0,67.43,-48.03,99.3,2.71,0.24,-0.57,-0.24,0.38,0.38,0.41,0.41,0.0,0.0,-85.09,99.18,-2.41,-3.0,-1.63,-0.71,0.37,0.38,0.41,0.41,0.0,319.97,-18.46,99.39,6.39,2.11,1.06,0.41,0.38,0.38,0.41,0.41,0.05,0.96,1.36,0.0
1980-02-15,0.0,50.73,-31.65,99.16,3.05,0.7,-0.03,0.73,0.37,0.37,0.41,0.41,0.0,0.0,-64.12,99.02,-0.05,-0.98,-1.29,-0.41,0.37,0.37,0.41,0.41,0.0,250.98,-15.04,99.28,6.6,2.03,1.9,1.63,0.37,0.38,0.41,0.41,0.02,1.01,1.28,4.75657091276755
1980-02-16,0.0,27.89,-14.59,98.93,5.0,3.56,1.09,0.84,0.38,0.37,0.4,0.41,0.0,0.0,-30.09,98.82,2.9,1.19,0.01,-0.84,0.37,0.37,0.4,0.41,0.0,142.51,-3.73,99.14,7.51,5.57,2.87,1.81,0.39,0.37,0.41,0.41,3.02,0.49,1.48,0.0
1980-02-17,0.0,58.69,-35.53,99.57,4.76,2.55,0.59,-1.67,0.38,0.38,0.4,0.41,0.0,0.0,-78.82,99.16,2.0,0.54,-1.13,-2.73,0.38,0.37,0.4,0.41,0.0,249.34,-10.25,99.94,6.91,3.96,1.18,-0.9,0.38,0.38,0.4,0.41,0.91,1.34,1.31,0.0
1980-02-18,0.0,52.96,-38.51,99.85,2.52,-1.9,-1.78,-0.19,0.37,0.37,0.4,0.41,0.0,0.0,-64.51,99.75,0.44,-3.53,-2.43,-0.62,0.37,0.37,0.4,0.41,0.0,239.12,-13.73,99.94,4.75,0.23,-1.13,0.23,0.38,0.37,0.4,0.41,0.04,1.78,1.23,0.0
1980-02-19,0.0,105.66,-91.13,99.52,2.46,-4.04,-3.05,0.09,0.36,0.37,0.4,0.41,0.0,0.0,-120.24,99.38,-0.53,-4.75,-3.96,-0.45,0.36,0.37,0.4,0.41,0.0,413.11,-41.24,99.74,6.68,-3.59,-2.41,0.58,0.37,0.37,0.4,0.41,0.0,3.51,1.15,0.0
1980-02-20,0.0,107.86,-95.76,99.47,2.76,-3.54,-2.4,0.28,0.36,0.37,0.39,0.41,0.0,0.0,-124.45,99.39,-0.94,-5.8,-2.79,-0.24,0.35,0.37,0.39,0.41,0.0,419.52,-79.75,99.53,8.62,-1.1,-2.1,0.72,0.36,0.37,0.4,0.41,0.0,2.66,1.12,0.0
1980-02-21,0.0,109.37,-87.98,99.57,2.27,-2.75,-2.01,-0.23,0.35,0.36,0.39,0.41,0.0,0.0,-120.84,99.52,-2.3,-5.17,-2.35,-0.78,0.35,0.36,0.39,0.41,0.0,422.39,-68.33,99.65,8.95,0.19,-1.64,0.28,0.35,0.36,0.39,0.41,0.0,1.96,1.06,0.0
1980-02-22,0.0,110.85,-83.66,99.74,2.34,-2.37,-1.27,-0.07,0.35,0.36,0.39,0.41,0.0,0.0,-122.0,99.61,-2.9,-4.93,-1.82,-0.46,0.35,0.36,0.39,0.41,0.0,426.48,-63.46,99.92,9.27,0.14,-0.11,0.42,0.35,0.36,0.39,0.41,0.0,1.55,1.05,0.0
1980-02-23,0.0,90.84,-62.86,100.06,3.14,-1.13,-1.44,0.85,0.35,0.36,0.39,0.41,0.0,0.0,-83.65,99.94,-2.54,-5.22,-1.78,-0.76,0.35,0.36,0.38,0.41,0.0,336.61,-37.86,100.19,9.75,3.59,-0.73,2.26,0.35,0.36,0.39,0.41,0.01,1.69,1.01,0.0
1980-02-24,0.0,111.55,-74.97,100.02,3.55,-0.92,-2.2,-0.49,0.35,0.36,0.38,0.41,0.0,0.0,-114.31,99.84,-0.71,-2.78,-3.12,-0.93,0.34,0.35,0.38,0.41,0.0,426.89,-42.57,100.19,10.05,1.25,-1.6,-0.21,0.35,0.36,0.38,0.41,0.0,2.44,1.0,0.0
1980-02-25,0.0,112.65,-75.6,99.78,3.21,-0.03,-0.79,-0.73,0.34,0.35,0.38,0.41,0.0,0.0,-113.81,99.71,-2.01,-3.27,-1.55,-1.8,0.34,0.35,0.38,0.41,0.0,427.42,-50.6,99.86,10.67,3.67,0.28,-0.04,0.34,0.35,0.38,0.41,0.0,1.57,0.92,0.0
1980-02-26,0.0,116.54,-81.15,99.78,3.24,-0.08,-1.26,-1.23,0.34,0.35,0.38,0.41,0.0,0.0,-120.51,99.69,-1.96,-2.78,-1.77,-1.94,0.34,0.35,0.38,0.41,0.0,443.07,-55.83,99.88,10.24,2.06,-0.86,-0.68,0.34,0.35,0.38,0.41,0.0,1.93,0.89,0.0
1980-02-27,0.0,120.14,-88.79,100.02,1.98,-1.98,-1.18,-1.67,0.34,0.35,0.37,0.41,0.0,0.0,-123.08,99.86,-2.5,-3.77,-1.85,-2.11,0.34,0.35,0.37,0.41,0.0,456.06,-69.57,100.16,7.52,-0.91,-0.32,-1.25,0.34,0.35,0.38,0.41,0.0,2.12,0.86,0.0
1980-02-28,0.0,76.48,-50.49,100.2,-0.13,-4.09,-0.12,-1.52,0.34,0.35,0.37,0.41,0.0,0.0,-75.4,100.08,-2.88,-4.8,-1.19,-2.58,0.33,0.34,0.37,0.41,0.02,272.16,-18.86,100.31,2.28,-2.83,1.41,0.37,0.34,0.35,0.37,0.41,0.02,1.74,0.83,0.0
1980-02-29,0.39,32.14,-14.92,100.01,1.83,-0.29,2.17,0.11,0.34,0.34,0.37,0.41,0.04,0.0,-25.37,99.92,-0.43,-3.28,1.51,-1.03,0.33,0.34,0.37,0.41,0.61,126.46,-5.47,100.23,4.31,1.64,3.19,0.68,0.34,0.34,0.37,0.41,1.47,1.02,0.83,0.0
1980-03-01,0.36,50.13,-25.48,99.66,3.84,1.54,1.92,-0.02,0.34,0.34,0.37,0.41,0.27,0.0,-48.74,99.56,0.74,0.24,1.22,-1.28,0.34,0.34,0.37,0.41,0.45,262.16,-7.01,99.89,6.74,2.37,3.39,0.61,0.34,0.34,0.37,0.41,0.09,1.4,0.84,0.0
1980-03-02,0.23,79.9,-44.19,99.05,2.72,-0.35,1.19,-0.7,0.34,0.34,0.36,0.41,0.19,0.0,-74.79,98.62,0.14,-1.28,-0.08,-1.54,0.34,0.34,0.36,0.41,0.27,323.01,-10.87,99.53,5.2,1.35,3.16,0.3,0.34,0.34,0.37,0.41,0.03,1.67,0.82,0.0
1980-03-03,0.26,93.12,-65.27,99.03,1.23,-5.15,2.35,-1.54,0.34,0.34,0.36,0.41,0.19,0.0,-101.2,98.67,-1.4,-8.51,1.74,-3.26,0.34,0.34,0.36,0.41,0.33,304.76,-24.71,99.17,3.7,0.08,3.5,0.61,0.34,0.34,0.36,0.41,0.59,3.38,0.88,0.0
1980-03-04,0.33,72.35,-44.3,99.35,0.53,-4.22,1.58,-0.36,0.34,0.34,0.36,0.41,0.32,0.0,-73.23,99.14,-1.55,-6.11,0.58,-1.48,0.33,0.34,0.36,0.41,0.34,262.42,-23.66,99.5,3.4,-3.12,2.44,1.49,0.34,0.34,0.36,0.41,0.04,1.87,0.9,0.0
1980-03-05,0.27,120.13,-71.19,98.94,2.94,-2.42,-1.52,0.89,0.33,0.34,0.36,0.41,0.2,0.0,-118.42,98.44,-2.6,-4.64,-2.45,-0.44,0.33,0.34,0.36,0.41,0.32,428.37,-22.26,99.42,8.73,-0.47,0.55,2.24,0.33,0.34,0.36,0.41,0.0,2.75,0.9,0.0
1980-03-06,0.16,50.83,-28.1,97.66,4.43,1.89,0.24,2.78,0.35,0.34,0.36,0.41,0.09,0.0,-65.93,96.71,0.07,-2.37,-1.04,1.68,0.33,0.34,0.35,0.41,0.21,218.14,-0.48,98.41,7.86,4.59,2.66,3.79,0.39,0.34,0.36,0.41,6.06,1.22,0.92,7.25010277743947
1980-03-07,0.04,85.76,-45.68,96.56,6.32,2.39,2.34,2.76,0.4,0.36,0.35,0.41,0.03,0.0,-96.75,96.28,3.38,-0.96,-0.96,1.72,0.38,0.34,0.35,0.41,0.08,357.38,-0.45,96.84,8.68,5.86,5.73,3.87,0.41,0.37,0.35,0.41,6.7,3.5,1.06,2.05051337757762
1980-03-08,0.02,106.48,-65.68,97.02,4.59,-0.22,0.29,1.15,0.37,0.37,0.35,0.41,0.01,-0.0,-95.23,96.8,0.45,-2.19,-1.27,-0.09,0.37,0.37,0.35,0.41,0.03,382.42,-33.67,97.49,8.97,1.78,1.57,2.5,0.38,0.37,0.35,0.41,0.35,2.32,0.92,0.0
1980-03-09,0.01,86.97,-44.15,98.39,3.95,2.0,2.01,-0.36,0.38,0.37,0.35,0.41,0.01,0.0,-83.54,97.59,0.37,-0.04,1.3,-1.18,0.37,0.37,0.35,0.41,0.02,333.55,-16.82,99.09,8.68,4.5,3.1,0.29,0.4,0.37,0.35,0.41,4.75,1.71,0.89,0.0
1980-03-10,0.01,70.97,-33.61,99.15,4.04,1.59,1.34,0.59,0.39,0.38,0.35,0.41,0.01,-0.0,-66.64,98.96,1.08,0.57,-0.33,-0.17,0.38,0.37,0.35,0.41,0.01,318.86,-3.14,99.27,7.91,2.66,2.63,1.63,0.4,0.38,0.35,0.41,2.07,1.7,0.86,1.72453801337729
1980-03-11,0.0,53.11,-26.02,98.92,4.72,2.78,1.06,0.57,0.4,0.38,0.35,0.41,0.0,0.0,-77.4,98.7,1.97,1.1,-0.31,-0.41,0.38,0.38,0.35,0.41,0.01,214.52,-4.14,99.24,7.88,3.58,1.95,1.64,0.41,0.38,0.35,0.41,4.18,1.12,0.88,1.78080084789124
1980-03-12,0.0,83.52,-43.65,99.09,3.73,0.38,1.78,1.15,0.39,0.38,0.35,0.41,0.0,-0.0,-66.49,98.68,-0.36,-0.83,-0.35,0.54,0.38,0.38,0.35,0.41,0.0,339.85,-13.71,99.32,7.2,2.52,3.44,1.77,0.39,0.38,0.35,0.41,0.76,2.29,0.84,1.88305957631439
1980-03-13,0.0,59.55,-25.3,98.01,5.25,2.74,-1.22,1.35,0.39,0.38,0.35,0.4,0.0,0.0,-48.26,97.77,2.68,-0.3,-1.88,-0.72,0.38,0.38,0.35,0.4,0.0,269.73,-7.14,98.62,8.5,4.85,-0.22,2.25,0.4,0.38,0.35,0.41,4.1,1.48,0.87,2.35195075373263
