,camelsde_DEA11130,camelsch_4003,camelses_1414,camelslx_055,testde_2
1980-05-06,0.14935262933333335,,,,
1980-05-07,1.641463,,,,
1980-05-08,0.4068735433333333,,,,
1980-05-09,0.12310536666666667,,,,
1980-05-10,0.1546563333333333,,,,
1980-05-11,0.20588628166666667,,,,
1980-05-12,0.16172973333333332,,,,
1980-05-13,0.12700533833333336,,,,
1980-05-14,0.12657983966666667,,,,
1980-05-15,0.16292929666666667,,,,
1980-05-16,0.12046369132,,,,
1980-05-17,0.10310562666666666,,,,
1980-05-18,0.18799408333333334,,,,
1980-05-19,0.13771732666666667,,,,
1980-05-20,0.14471189333333334,,,,
1980-05-21,0.7595855466666667,,,,
1980-05-22,0.14876135000000001,,,,
1980-05-23,0.07179315933333334,,,,
1980-05-24,0.9299104166666666,,,,
1980-05-25,1.2309499666666666,,,,
1980-05-26,0.7562629766666666,,,,
1980-05-27,7.359219133333333,,,,
1980-05-28,2.2562883,,,,
1980-05-29,8.7437715,,,,
1980-05-30,3.5405295000000003,,,,
1980-05-31,0.8177783499999999,,,,
1980-06-01,2.6978743333333335,,,,
1980-06-02,0.5903543133333333,,,,
1980-06-03,0.2955245933333333,,,,
1980-06-04,0.5438457,,,,
1980-06-05,0.24770402999999996,,,,
1980-06-06,0.5676706766666667,,,,
1980-06-07,1.6725389999999998,,,,
1980-06-08,0.6498401500000001,,,,
1980-06-09,7.553407,,,,
1980-06-10,7.025558833333334,,,,
1980-06-11,2.5511679333333332,,,,
1980-06-12,0.35767690999999996,,,,
1980-06-13,2.7212861333333334,,,,
1980-06-14,3.8840011333333337,,,,
1980-06-15,3.638134666666667,,,,
1980-06-16,0.8831561666666666,,,,
1980-06-17,3.4695394999999998,,,,
1980-06-18,3.352024,,,,
1980-06-19,2.992166866666667,,,,
1980-06-20,2.270553533333333,,,,
1980-06-21,1.0309326466666668,,,,
1980-06-22,5.782934666666667,,,,
1980-06-23,5.018925066666667,,,,
1980-06-24,9.079478666666667,,,,
1980-06-25,4.6862588333333335,,,,
1980-06-26,2.7741480666666667,,,,
1980-06-27,3.6616925333333334,,,,
1980-06-28,3.7919235666666666,,,,
1980-06-29,3.2475067,,,,
1980-06-30,4.4068243,,,,
1980-07-01,8.284430666666667,,,,
1980-07-02,5.808491,,,,
1980-07-03,2.4102816666666667,,,,
1980-07-04,0.7432884300000001,,,,
1980-07-05,1.4633130333333335,,,,
1980-07-06,0.4146796,,,,
1980-07-07,3.2976431999999996,,,,
1980-07-08,6.159991333333333,,,,
1980-07-09,8.412012133333333,,,,
1980-07-10,11.793098333333333,,,,
1980-07-11,3.9200648333333334,,,,
1980-07-12,3.8231648000000003,,,,
1980-07-13,9.035614,,,,
1980-07-14,9.252702666666666,,,,
1980-07-15,0.80081391,,,,
1980-07-16,0.6259770800000001,,,,
1980-07-17,0.9331526333333334,,,,
1980-07-18,3.8376828999999995,,,,
1980-07-19,11.159854000000001,,,,
1980-07-20,16.882143000000003,,,,
1980-07-21,14.065707666666668,,,,
1980-07-22,0.51547118,,,,
1980-07-23,0.21251615,,,,
1980-07-24,0.24676426333333334,,,,
1980-07-25,0.3213024933333333,,,,
1980-07-26,0.5395035433333333,,,,
1980-07-27,0.4811356466666667,,,,
1980-07-28,0.5881658333333333,,,,
1980-07-29,0.43373708,,,,
1980-07-30,3.4599734000000004,,,,
1980-07-31,0.5273869433333334,,,,
1980-08-01,0.3696603766666667,,,,
1980-08-02,1.4709246666666667,,,,
1980-08-03,9.517061333333332,,,,
1980-08-04,0.4967763033333334,,,,
1980-08-05,0.9341931666666667,,,,
1980-08-06,0.8011937433333333,,,,
1980-08-07,0.31047018,,,,
1980-08-08,3.6562886999999997,,,,
1980-08-09,0.8371700899999999,,,,
1980-08-10,4.803323733333333,,,,
1980-08-11,0.60207425,,,,
1980-08-12,4.425774266666667,,,,
1980-08-13,0.44523275333333334,,,,
1980-08-14,0.42088727666666664,,,,
1980-08-15,0.11477446433333333,,,,
1980-08-16,0.5542551833333333,,,,
1980-08-17,0.9620059233333333,,,,
1980-08-18,3.410397566666667,,,,
1980-08-19,2.0721027,,,,
1980-08-20,2.641993466666667,,,,
1980-08-21,2.3911429,,,,
1980-08-22,1.8429962333333334,,,,
1980-08-23,1.6871293666666667,,,,
1980-08-24,1.7097195000000003,,,,
1980-08-25,0.5039206766666666,,,,
1980-08-26,0.19178692666666666,,,,
1980-08-27,0.3469688933333333,,,,
1980-08-28,0.6663182166666667,,,,
1980-08-29,5.968976033333334,,,,
1980-08-30,5.9054356666666665,,,,
1980-08-31,4.465876199999999,,,,
1980-09-01,0.7190235066666667,,,,
1980-09-02,0.18140069666666667,,,,
1980-09-03,0.137869992,,,,
1980-09-04,0.126899801,,,,
1980-09-05,2.598746966666667,,,,
1980-09-06,1.3530998,,,,
1980-09-07,1.2037582666666664,,,,
1980-09-08,11.287379333333334,,,,
1980-09-09,11.345645333333332,,,,
1980-09-10,5.2536146666666665,,,,
1980-09-11,4.507567066666667,,,,
1980-09-12,1.1725095666666665,,,,
1980-09-13,2.805847233333333,,,,
1980-09-14,8.360348333333334,,,,
1980-09-15,2.5424738666666666,,,,
1980-09-16,0.2184536433333333,,,,
1980-09-17,2.0935856666666672,,,,
1980-09-18,0.28162877,,,,
1980-09-19,0.13865105333333333,,,,
1980-09-20,0.16542792333333334,,,,
1980-09-21,0.08081269333333334,,,,
1980-09-22,0.9240086866666667,,,,
1980-09-23,0.19205673666666667,,,,
1980-09-24,0.21406881,,,,
1980-09-25,1.0128474333333333,,,,
1980-09-26,0.10604318066666667,,,,
1980-09-27,0.10599517600000001,,,,
1980-09-28,0.15592757666666668,,,,
1980-09-29,0.5052814099999999,,,,
1980-09-30,1.1290885666666668,,,,
1980-10-01,0.34616700666666667,,,,
1980-10-02,1.0741795666666667,,,,
1980-10-03,0.23633464333333332,,,,
1980-10-04,0.5247765766666667,,,,
1980-10-05,1.5845095999999999,,,,
1980-10-06,4.6888274,,,,
1980-10-07,7.275629433333333,,,,
1980-10-08,1.06650902,,,,
1980-10-09,2.326351933333333,,,,
1980-10-10,0.22687880333333332,,,,
1980-10-11,0.6123823300000001,,,,
1980-10-12,0.26702038666666666,,,,
1980-10-13,0.16569328333333336,,,,
1980-10-14,0.91682291,,,,
1980-10-15,0.7257860133333333,,,,
1980-10-16,1.1337388,,,,
1980-10-17,1.9784885999999997,,,,
1980-10-18,0.6272176,,,,
1980-10-19,3.3716660333333337,,,,
1980-10-20,0.8342485766666666,,,,
1980-10-21,0.26676901333333336,,,,
1980-10-22,0.23348935666666668,,,,
1980-10-23,3.3311707,,,,
1980-10-24,3.649819666666667,,,,
1980-10-25,0.8113309133333333,,,,
1980-10-26,0.5438496333333332,,,,
1980-10-27,2.1662603,,,,
1980-10-28,0.40450167333333337,,,,
1980-10-29,3.1486175,,,,
1980-10-30,0.84245502,,,,
1980-10-31,0.31957284333333336,,,,
1980-11-01,0.12705469,,,,
1980-11-02,0.32080658333333334,,,,
1980-11-03,0.27210481999999997,,,,
1980-11-04,0.20708059999999998,,,,
1980-11-05,0.30386297,,,,
1980-11-06,3.8180368000000002,,,,
1980-11-07,5.7630542333333326,,,,
1980-11-08,0.34767417133333334,,,,
1980-11-09,0.6683105566666666,,,,
1980-11-10,0.9277875,,,,
1980-11-11,1.7666572666666667,,,,
1980-11-12,1.10761408,,,,
1980-11-13,0.6230115066666667,,,,
1980-11-14,4.2693602,,,,
1980-11-15,13.496858333333334,,,,
1980-11-16,5.426801333333334,,,,
1980-11-17,1.0976782466666666,,,,
1980-11-18,3.980377733333333,,,,
1980-11-19,4.1070904666666666,,,,
1980-11-20,0.57737569,,,,
1980-11-21,0.22642143333333334,,,,
1980-11-22,1.909557333333333,,,,
1980-11-23,2.1033098666666667,,,,
1980-11-24,0.38464132666666667,,,,
1980-11-25,1.5266863333333334,,,,
1980-11-26,0.8911701499999999,,,,
1980-11-27,1.3165352,,,,
1980-11-28,4.245189333333333,,,,
1980-11-29,6.486166999999999,,,,
1980-11-30,1.00737867,,,,
1980-12-01,0.17193245733333332,,,,
1980-12-02,4.548563633333333,,,,
1980-12-03,2.0870865000000003,,,,
1980-12-04,3.5515712333333336,,,,
1980-12-05,8.731686000000002,,,,
1980-12-06,3.256811433333334,,,,
1980-12-07,0.48049903333333327,,,,
1980-12-08,0.6419073000000001,,,,
1980-12-09,0.29623731000000003,,,,
1980-12-10,0.8020340533333333,,,,
1980-12-11,3.6740485,,,,
1980-12-12,0.6837025433333334,,,,
1980-12-13,2.2871763,,,,
1980-12-14,4.4488989000000005,,,,
1980-12-15,4.0872725999999995,,,,
1980-12-16,2.7629684,,,,
1980-12-17,1.3399901333333333,,,,
1980-12-18,7.112640333333334,,,,
1980-12-19,0.5239835566666666,,,,
1980-12-20,2.8724651333333333,,,,
1980-12-21,2.923164033333333,,,,
1980-12-22,1.1526165,,,,
1980-12-23,6.172015333333333,,,,
1980-12-24,1.3431748666666667,,,,
1980-12-25,2.1773835333333333,,,,
1980-12-26,1.1202246333333332,,,,
1980-12-27,1.4585509666666667,,,,
1980-12-28,0.38987286666666665,,,,
1980-12-29,0.5083874433333333,,,,
1980-12-30,2.5584925,,,,
1980-12-31,3.3030572333333335,,,,0.48159563333333333
1981-01-01,6.793221866666666,,,,5.772062333333333
1981-01-02,12.798765333333334,,,,25.83045633333333
1981-01-03,12.796593666666666,,,,14.00549
1981-01-04,5.1244274333333335,,,,2.8402805333333334
1981-01-05,2.4061611999999997,,,,2.9298368333333333
1981-01-06,1.9361911000000003,,,,4.469021533333334
1981-01-07,1.1588847333333334,,,,0.9871067666666665
1981-01-08,1.2419206,,,,0.5699034966666666
1981-01-09,2.7921752666666664,,,,1.9867456000000001
1981-01-10,7.7759465,,,,3.5190831333333334
1981-01-11,0.4752730933333334,,,,0.60077078
1981-01-12,3.8786489,,,,1.6164213666666665
1981-01-13,1.7759099666666665,,,,1.7545381000000002
1981-01-14,13.122062333333332,,,,6.381596666666667
1981-01-15,3.1904692333333333,,,,5.327728733333333
1981-01-16,2.7276203,,,,4.301321666666667
1981-01-17,8.250622333333334,,,,12.518936833333333
1981-01-18,3.499760933333334,,,,3.4972404666666663
1981-01-19,5.002900866666667,,,,8.858938766666666
1981-01-20,1.2285488333333332,,,,0.8890931266666667
1981-01-21,0.30976375,,,,0.3561510266666666
1981-01-22,0.26957099,,,,0.3012082566666667
1981-01-23,0.4851297466666667,,,,0.26429724666666665
1981-01-24,0.8320465499999999,,,,0.17962073999999997
1981-01-25,2.4479007666666663,,,,2.1985083666666667
1981-01-26,0.6114400333333333,,,,0.8470465333333334
1981-01-27,0.3284939966666667,,,,0.2922156633333333
1981-01-28,0.2780778433333333,,,,0.17792224999999998
1981-01-29,0.0669914061,,,,0.11302113666666667
1981-01-30,0.12142706016666666,,,,0.467118533
1981-01-31,0.49358073666666663,,,,0.29220573
1981-02-01,1.3527758333333333,,,,0.20628674666666666
1981-02-02,0.3943488133333333,,,,1.1507761333333333
1981-02-03,7.299102733333334,,,,20.357662
1981-02-04,5.492684333333334,,,,3.4633057
1981-02-05,2.8033916,,,,2.4506552
1981-02-06,3.9448257333333334,,,,10.289373333333332
1981-02-07,2.6041959333333335,,,,5.925659866666667
1981-02-08,5.1058907,,,,0.9235132333333333
1981-02-09,1.2551688666666667,,,,0.29928338666666665
1981-02-10,4.7007451,,,,1.6991194666666667
1981-02-11,1.6543282000000001,,,,0.8481536
1981-02-12,1.0430677666666668,,,,0.23434599
1981-02-13,0.23235503666666668,,,,0.26780470333333334
1981-02-14,0.38936690999999995,,,,0.22867600333333335
1981-02-15,0.017790476666666666,,,,0.07766771166666667
1981-02-16,0.14669545766666667,,,,0.17778786166666663
1981-02-17,0.5512406,,,,0.41221682
1981-02-18,0.8962297833333333,,,,0.36041934999999997
1981-02-19,0.76805219,,,,0.8515970533333334
1981-02-20,1.7435691666666664,,,,0.8793688200000002
1981-02-21,0.6380162266666667,,,,0.3114554133333333
1981-02-22,0.07442911666666667,,,,0.19191423999999999
1981-02-23,0.163529793,,,,0.12077633533333333
1981-02-24,0.41758096333333333,,,,0.08304333600000001
1981-02-25,0.09096240866666666,,,,0.06615233556666666
1981-02-26,0.08115609333333333,,,,0.11669858433333334
1981-02-27,0.28388929333333335,,,,0.22044809666666665
1981-02-28,2.5107190666666668,,,,1.4895018
1981-03-01,3.485715966666667,,,,1.9114159666666666
1981-03-02,3.522171333333333,,,,1.7833721
1981-03-03,3.4790888666666664,,,,1.2332894333333335
1981-03-04,0.25644548666666667,,,,0.5658959866666667
1981-03-05,0.9135683833333333,,,,0.2979753
1981-03-06,1.6504248,,,,2.7256082999999998
1981-03-07,2.341313866666667,,,,1.1185255233333333
1981-03-08,7.253627466666667,,,,2.2142682333333337
1981-03-09,18.268445666666665,,,,13.717104999999998
1981-03-10,13.891872999999999,,,,11.084069333333334
1981-03-11,12.143262333333334,,,,5.708381266666667
1981-03-12,12.162466,,,,9.113257533333334
1981-03-13,3.8883997999999997,,,,2.0129448
1981-03-14,6.7629644,,,,0.8510012800000001
1981-03-15,2.3475870333333333,,,,0.7499279866666666
1981-03-16,1.8443917666666667,,,,2.2739717666666666
1981-03-17,4.921017633333332,,,,1.4007135000000002
1981-03-18,0.6355644866666667,,,,0.47443696333333335
1981-03-19,0.29385304333333334,,,,0.19421418333333332
1981-03-20,0.23109364666666665,,,,0.16206789000000002
1981-03-21,0.4945993066666667,,,,0.32583951666666666
1981-03-22,0.49059578,,,,0.5219917333333334
1981-03-23,3.8976185666666665,,,,8.103078866666667
1981-03-24,3.0750503333333334,,,,11.842521666666668
1981-03-25,3.5444288,,,,4.349413133333333
1981-03-26,3.3798999999999997,,,,5.4984139999999995
1981-03-27,0.40710783,,,,0.7207173066666668
1981-03-28,0.7263096666666665,,,,0.5382496166666666
1981-03-29,0.20036872333333333,,,,0.18390099000000001
1981-03-30,0.28693223,,,,1.3683370000000001
1981-03-31,0.38634518999999995,,,,0.7206363233333334
1981-04-01,0.19924116000000003,,,,0.34341494
1981-04-02,0.32564489,,,,0.20077037666666667
1981-04-03,0.26356379,,,,0.060515246
1981-04-04,2.1380044666666667,,,,0.4588085800000001
1981-04-05,2.632775,,,,0.33810973
1981-04-06,0.22614749333333337,,,,0.01752146066666667
1981-04-07,1.5056639666666667,,,,0.09832040566666667
1981-04-08,1.4934522000000001,,,,0.36259388666666664
1981-04-09,0.20133860866666667,,,,0.070206323
1981-04-10,0.17974082333333333,,,,0.13967450333333334
1981-04-11,1.0323474,,,,0.12338065999999999
1981-04-12,9.180831333333334,,,,0.19150852799999998
1981-04-13,0.8623356833333333,,,,1.2891942666666667
1981-04-14,0.11400866566666668,,,,0.47805794333333335
1981-04-15,0.17829449666666664,,,,0.1496295943333333
1981-04-16,0.22700023666666666,,,,0.07968815133333333
1981-04-17,1.1207449333333332,,,,0.07216596723333334
1981-04-18,1.1115059666666667,,,,0.13723842099999997
1981-04-19,7.0119713333333324,,,,2.1046602333333335
1981-04-20,0.28382547333333336,,,,0.49816637
1981-04-21,0.070059142,,,,0.21780618
1981-04-22,0.8095754300000001,,,,0.2117820566666667
1981-04-23,0.9196229833333334,,,,0.44254867000000003
1981-04-24,0.18345387866666665,,,,0.056046725
1981-04-25,0.8202799900000001,,,,0.34193706333333335
1981-04-26,2.4104733,,,,9.100680333333331
1981-04-27,0.21798769333333334,,,,21.455953333333337
1981-04-28,2.7900733999999994,,,,1.9004704666666667
1981-04-29,3.8214931666666665,,,,2.2046097999999996
1981-04-30,9.637584666666667,,,,14.985811666666669
1981-05-01,3.1044383,,,,7.1383155
1981-05-02,0.9462656800000001,,,,0.34669883966666665
1981-05-03,0.5162495466666667,,,,0.7516566933333332
1981-05-04,3.506149333333333,,,,2.3770347
1981-05-05,1.8099205666666667,,,,1.5777385
1981-05-06,0.7693876466666666,,,,1.6019104333333336
1981-05-07,0.19238193999999997,,,,0.25223159666666667
1981-05-08,0.08557891700000002,,,,0.21812709666666671
1981-05-09,0.15780718999999999,,,,0.18831817333333334
1981-05-10,0.19237979166666666,,,,0.21469609
1981-05-11,0.29029917666666666,,,,5.812949
1981-05-12,0.35636703,,,,1.9202242
1981-05-13,3.6329540333333337,,,,1.6592468
1981-05-14,4.278906533333334,,,,3.804852933333333
1981-05-15,0.8419875733333333,,,,1.0841014333333334
1981-05-16,3.0907359666666667,,,,8.066830533333333
1981-05-17,1.5657074,,,,1.3160833666666667
1981-05-18,0.5043946,,,,0.21799286333333334
1981-05-19,0.3978068133333334,,,,0.16536522
1981-05-20,0.31888389333333333,,,,0.16260473
1981-05-21,0.4443001,,,,0.14213800166666668
1981-05-22,2.4262442666666666,,,,1.7139047333333333
1981-05-23,2.4873103333333333,,,,0.5609196833333333
1981-05-24,4.191928333333333,,,,4.040973466666666
1981-05-25,0.7419311466666668,,,,4.675306533333334
1981-05-26,2.4850537,,,,12.932592999999999
1981-05-27,13.877623999999999,,,,6.1142328
1981-05-28,2.468499466666667,,,,2.5272535
1981-05-29,0.51813066,,,,2.5701512666666666
1981-05-30,0.5188224733333333,,,,0.3643138366666667
1981-05-31,1.4731844666666667,,,,0.5607554133333333
1981-06-01,3.6028293333333337,,,,1.4450987
1981-06-02,7.074409433333333,,,,1.0399356133333333
1981-06-03,25.610021333333332,,,,22.62135333333333
1981-06-04,9.407332,,,,3.2569506
1981-06-05,1.0794938,,,,0.8707270466666667
1981-06-06,4.945609733333334,,,,1.2149391999999999
1981-06-07,0.4308438266666667,,,,1.3528934333333333
1981-06-08,2.5083928666666666,,,,5.008047566666667
1981-06-09,0.6246941666666667,,,,5.140701966666668
1981-06-10,0.12119126366666666,,,,0.5413536933333334
1981-06-11,0.4192483433333334,,,,0.30163797000000003
1981-06-12,0.43139704666666673,,,,1.5460095833333334
1981-06-13,0.15464218666666665,,,,0.20426026833333336
1981-06-14,0.30296198,,,,0.3238112966666667
1981-06-15,2.5404922,,,,1.713824866666667
1981-06-16,1.6065075,,,,0.22791186666666663
1981-06-17,5.120910533333333,,,,4.0018120999999995
1981-06-18,2.1853985000000002,,,,1.5952975
1981-06-19,0.6887124666666667,,,,0.49494261999999994
1981-06-20,1.4307311333333335,,,,4.7106276
1981-06-21,2.9786978666666664,,,,3.7709281333333333
1981-06-22,1.0292169333333334,,,,1.3808041666666666
1981-06-23,0.6354807133333333,,,,0.26510246666666665
1981-06-24,1.2692461,,,,0.20346689333333332
1981-06-25,3.0188063,,,,0.4812593866666666
1981-06-26,4.480902633333334,,,,2.5515799666666665
1981-06-27,2.9268182333333335,,,,0.44298545666666667
1981-06-28,29.711566666666666,,,,2.215219766666667
1981-06-29,37.36316733333334,,,,2.3377580333333334
1981-06-30,3.5438448333333334,,,,0.15971438066666666
1981-07-01,3.2784046,,,,0.3706683333333333
1981-07-02,3.571742,,,,3.0546601
1981-07-03,8.703897,,,,9.288482
1981-07-04,0.9607008333333334,,,,0.4050234933333334
1981-07-05,0.8708274666666668,,,,0.17109227100000002
1981-07-06,0.25725746,,,,0.4267694933333333
1981-07-07,0.23995073666666666,,,,0.31569187
1981-07-08,0.2655941653333333,,,,0.06570347026666666
1981-07-09,0.4325706200000001,,,,0.12495637
1981-07-10,0.8644297000000001,,,,0.25840123
1981-07-11,2.185533266666667,,,,2.764234233333333
1981-07-12,0.43934099000000004,,,,3.2649221666666666
1981-07-13,0.53411226,,,,4.601958433333333
1981-07-14,0.9004104133333334,,,,0.6642897433333333
1981-07-15,0.7999372166666667,,,,0.75608802
1981-07-16,2.0770646,,,,3.345163766666667
1981-07-17,1.3596371666666667,,,,5.059339366666666
1981-07-18,1.2278852999999998,,,,3.5342591
1981-07-19,3.138381733333333,,,,3.4835972
1981-07-20,1.9078153999999998,,,,5.002182466666667
1981-07-21,7.371471533333334,,,,1.928391266666667
1981-07-22,1.0379117133333333,,,,3.0697827333333336
1981-07-23,2.970018766666667,,,,5.526614133333333
1981-07-24,1.8117128333333332,,,,0.9416663566666666
1981-07-25,9.231072,,,,5.333087766666667
1981-07-26,3.1996282,,,,4.141894933333334
1981-07-27,2.0995149333333334,,,,2.5271717333333332
1981-07-28,0.45367371666666667,,,,0.27008414666666664
1981-07-29,0.81845665,,,,0.09906204299999999
1981-07-30,0.23988795333333335,,,,0.59663121
1981-07-31,0.5743800333333333,,,,0.8538026466666667
1981-08-01,9.149012666666666,,,,1.1390557533333332
1981-08-02,7.6557576,,,,1.3447003333333332
1981-08-03,0.49571057999999996,,,,2.5193011
1981-08-04,0.31723531333333327,,,,2.1682676333333335
1981-08-05,0.39424586,,,,0.9434892433333334
1981-08-06,0.4082126166666667,,,,1.6919736666666667
1981-08-07,7.198921666666666,,,,3.525403666666667
1981-08-08,7.923012666666668,,,,0.7858192866666668
1981-08-09,1.2071124666666666,,,,9.735587
1981-08-10,13.844568333333335,,,,15.600933000000003
1981-08-11,1.6965494,,,,4.793739766666667
1981-08-12,0.42643706333333337,,,,1.0202747333333333
1981-08-13,0.20048427666666666,,,,0.14710299200000002
1981-08-14,0.3481183033333333,,,,0.1084658282
1981-08-15,0.3825326766666666,,,,0.08500536399999999
1981-08-16,0.7968789366666668,,,,0.8516480666666667
1981-08-17,0.38033764,,,,0.08165669466666667
1981-08-18,0.9036638699999999,,,,0.08246485366666667
1981-08-19,7.010910966666667,,,,2.1229382
1981-08-20,5.109336666666667,,,,9.1872527
1981-08-21,1.9243023,,,,0.5961285533333333
1981-08-22,4.0041927,,,,1.9474211666666665
1981-08-23,2.1269791000000002,,,,0.6171048
1981-08-24,0.6510180633333332,,,,1.1066304
1981-08-25,0.2567029,,,,0.8446334666666666
1981-08-26,1.4829695666666665,,,,1.3173872666666666
1981-08-27,0.6937400166666667,,,,0.43850199333333334
1981-08-28,0.9644530166666666,,,,0.6407430833333333
1981-08-29,0.6905651899999999,,,,0.9650554666666666
1981-08-30,0.6840024866666666,,,,0.05962363923333334
1981-08-31,0.111919483,,,,-0.011758885000000002
1981-09-01,0.21871264999999998,,,,0.21231357466666667
1981-09-02,0.1439836,,,,0.047514753333333326
1981-09-03,0.14257279666666667,,,,0.09584855966666667
1981-09-04,0.11247841666666668,,,,0.02995355766666666
1981-09-05,0.14375543666666668,,,,0.09794799733333333
1981-09-06,0.20344932999999998,,,,0.24613905049999998
1981-09-07,0.3664563433333334,,,,0.013743559999999997
1981-09-08,3.0105339,,,,0.5207069333333333
1981-09-09,1.1664228,,,,1.9552732333333334
1981-09-10,0.89699088,,,,1.5493534666666668
1981-09-11,5.452991366666666,,,,1.7898329666666666
1981-09-12,0.6014073466666666,,,,0.9254865
1981-09-13,0.8464603733333335,,,,0.15763664300000002
1981-09-14,1.7965448333333331,,,,0.6430913266666667
1981-09-15,0.9787106333333334,,,,2.322304866666667
1981-09-16,1.068757233333333,,,,1.4028995666666668
1981-09-17,1.0688216333333334,,,,0.57092126
1981-09-18,2.7133103999999997,,,,3.5777981666666663
